B_COUNTRY_ALPHA,Q262,Q260,Q289,Q275,Q287,mapped_category
BGD,30,2,5,4,3,3.0
BGD,45,1,5,2,3,3.0
BGD,30,1,5,2,3,3.0
BGD,40,1,5,2,3,3.0
BGD,30,1,5,2,3,3.0
BGD,42,1,5,1,5,3.0
BGD,54,1,5,2,4,3.0
BGD,52,1,5,7,3,3.0
BGD,47,1,5,2,4,3.0
BGD,50,1,5,2,3,3.0
BGD,24,1,5,7,2,3.0
BGD,32,2,5,3,4,3.0
BGD,55,2,5,1,4,3.0
BGD,48,2,5,0,4,3.0
BGD,56,2,5,2,4,3.0
BGD,42,2,5,1,3,3.0
BGD,65,1,5,1,4,3.0
BGD,20,1,5,6,3,3.0
BGD,24,1,5,2,4,3.0
BGD,28,1,5,1,4,3.0
BGD,58,1,5,1,4,3.0
BGD,35,1,5,2,3,3.0
BGD,60,1,5,0,3,3.0
BGD,33,2,5,2,4,3.0
BGD,37,1,5,1,3,3.0
BGD,19,1,5,1,4,3.0
BGD,35,2,5,1,3,3.0
BGD,19,2,5,1,4,3.0
BGD,45,1,5,0,4,3.0
BGD,32,1,6,2,4,3.0
BGD,55,1,5,2,3,3.0
BGD,32,1,5,2,3,3.0
BGD,40,1,6,3,4,3.0
BGD,20,2,5,6,4,3.0
BGD,55,2,5,2,3,3.0
BGD,29,1,5,3,4,3.0
BGD,18,1,5,3,3,3.0
BGD,47,1,5,0,4,3.0
BGD,18,2,5,2,3,3.0
BGD,24,2,5,3,5,3.0
BGD,65,1,5,0,4,3.0
BGD,28,2,5,2,4,3.0
BGD,26,1,5,1,5,3.0
BGD,20,1,5,3,3,3.0
BGD,36,1,5,2,4,3.0
BGD,60,1,5,1,5,3.0
BGD,21,2,5,3,4,3.0
BGD,28,2,5,2,4,3.0
BGD,45,2,5,1,4,3.0
BGD,19,2,5,2,4,3.0
BGD,45,2,5,1,3,3.0
BGD,52,1,5,1,4,3.0
BGD,39,1,5,2,3,3.0
BGD,40,1,5,1,5,3.0
BGD,19,1,5,3,3,3.0
BGD,46,2,5,0,5,3.0
BGD,60,1,5,0,4,3.0
BGD,33,2,5,2,4,3.0
BGD,70,2,5,0,3,3.0
BGD,24,1,5,1,4,3.0
BGD,20,1,5,2,4,3.0
BGD,44,1,5,7,3,3.0
BGD,32,1,5,3,3,3.0
BGD,50,1,5,2,4,3.0
BGD,27,1,5,2,3,3.0
BGD,30,1,5,1,5,3.0
BGD,19,1,5,1,5,3.0
BGD,60,1,5,2,3,3.0
BGD,25,2,5,0,3,3.0
BGD,40,2,5,0,4,3.0
BGD,20,2,5,6,4,3.0
BGD,21,2,5,2,4,3.0
BGD,55,2,5,1,3,3.0
BGD,60,2,5,0,3,3.0
BGD,35,1,6,0,5,3.0
BGD,43,1,6,0,5,3.0
BGD,40,1,5,3,3,3.0
BGD,33,2,6,1,5,3.0
BGD,23,2,6,3,3,3.0
BGD,30,2,6,2,5,3.0
BGD,23,1,5,2,4,3.0
BGD,65,1,5,0,3,3.0
BGD,35,1,5,0,4,3.0
BGD,40,1,5,0,4,3.0
BGD,26,1,5,7,4,3.0
BGD,65,1,5,0,4,3.0
BGD,40,2,5,0,5,3.0
BGD,29,2,5,1,4,3.0
BGD,60,2,5,0,4,3.0
BGD,35,2,5,0,4,3.0
BGD,46,1,5,2,3,3.0
BGD,28,1,5,3,3,3.0
BGD,22,2,5,1,3,3.0
BGD,40,2,5,1,3,3.0
BGD,31,1,5,0,3,3.0
BGD,18,1,5,3,4,3.0
BGD,25,2,5,1,4,3.0
BGD,44,1,5,2,4,3.0
BGD,65,2,5,1,3,3.0
BGD,26,1,5,2,3,3.0
BGD,61,1,5,2,3,3.0
BGD,36,1,5,3,3,3.0
BGD,48,1,5,1,5,3.0
BGD,27,2,5,2,4,3.0
BGD,26,2,5,2,3,3.0
BGD,50,2,5,0,4,3.0
BGD,35,2,5,2,3,3.0
BGD,18,1,5,2,5,3.0
BGD,35,1,5,2,4,3.0
BGD,20,1,5,2,3,3.0
BGD,21,2,5,2,3,3.0
BGD,35,2,5,2,4,3.0
BGD,26,2,5,1,3,3.0
BGD,22,2,5,3,3,3.0
BGD,21,2,5,3,3,3.0
BGD,40,1,5,6,3,3.0
BGD,49,1,5,1,4,3.0
BGD,47,1,5,1,4,3.0
BGD,22,1,5,1,3,3.0
BGD,38,1,5,0,4,3.0
BGD,30,2,5,1,5,3.0
BGD,36,2,5,1,4,3.0
BGD,19,2,5,3,3,3.0
BGD,40,2,5,1,4,3.0
BGD,25,1,5,6,3,3.0
BGD,60,1,5,6,3,3.0
BGD,34,1,5,2,4,3.0
BGD,30,1,5,1,3,3.0
BGD,30,1,5,3,3,3.0
BGD,20,2,5,3,3,3.0
BGD,39,2,5,1,5,3.0
BGD,30,2,5,1,3,3.0
BGD,55,2,5,2,2,3.0
BGD,21,2,5,3,3,3.0
BGD,40,1,5,3,3,3.0
BGD,60,1,5,6,3,3.0
BGD,50,2,5,2,4,3.0
BGD,24,2,5,6,3,3.0
BGD,25,2,5,0,5,3.0
BGD,40,1,5,7,4,3.0
BGD,60,1,6,7,3,3.0
BGD,40,1,5,0,5,3.0
BGD,19,2,5,3,3,3.0
BGD,39,2,5,1,4,3.0
BGD,29,2,5,2,3,3.0
BGD,35,2,5,0,4,3.0
BGD,25,2,5,7,4,3.0
BGD,36,1,5,3,3,3.0
BGD,31,1,5,6,3,3.0
BGD,19,1,5,3,4,3.0
BGD,22,1,5,6,3,3.0
BGD,27,2,5,1,4,3.0
BGD,22,1,5,1,3,3.0
BGD,18,2,5,2,3,3.0
BGD,45,2,5,1,3,3.0
BGD,32,2,5,2,2,3.0
BGD,42,1,5,2,4,3.0
BGD,22,2,5,3,2,3.0
BGD,23,2,5,2,3,3.0
BGD,21,1,5,2,3,3.0
BGD,50,1,5,6,3,3.0
BGD,35,1,5,1,4,3.0
BGD,35,2,5,0,5,3.0
BGD,36,2,5,2,4,3.0
BGD,35,2,5,0,4,3.0
BGD,22,2,5,1,5,3.0
BGD,19,1,5,3,3,3.0
BGD,22,1,5,6,3,3.0
BGD,31,1,5,1,5,3.0
BGD,22,1,5,2,4,3.0
BGD,40,1,5,3,3,3.0
BGD,32,1,5,0,4,3.0
BGD,35,2,5,1,4,3.0
BGD,35,1,5,2,4,3.0
BGD,28,1,5,1,4,3.0
BGD,23,2,5,1,4,3.0
BGD,42,1,5,7,3,3.0
BGD,48,1,5,0,3,3.0
BGD,46,1,5,1,3,3.0
BGD,18,2,5,4,3,3.0
BGD,24,2,5,6,5,3.0
BGD,40,2,5,1,3,3.0
BGD,30,2,5,1,4,3.0
BGD,25,2,5,2,3,3.0
BGD,27,2,5,2,3,3.0
BGD,30,1,5,2,4,3.0
BGD,30,1,5,2,4,3.0
BGD,32,1,5,1,4,3.0
BGD,45,1,5,2,3,3.0
BGD,60,1,5,1,3,3.0
BGD,47,1,5,3,3,3.0
BGD,40,1,5,3,3,3.0
BGD,21,1,5,3,4,3.0
BGD,19,2,5,6,3,3.0
BGD,40,2,5,1,4,3.0
BGD,55,2,5,0,3,3.0
BGD,29,2,5,3,3,3.0
BGD,38,2,5,3,3,3.0
BGD,38,1,5,0,3,3.0
BGD,37,1,5,6,1,3.0
BGD,26,1,5,3,3,3.0
BGD,29,1,5,3,1,3.0
BGD,39,2,5,2,2,3.0
BGD,37,2,5,2,3,3.0
BGD,25,2,5,2,3,3.0
BGD,36,2,5,2,4,3.0
BGD,40,2,5,1,3,3.0
BGD,22,2,5,2,4,3.0
BGD,50,2,5,1,3,3.0
BGD,35,1,5,2,3,3.0
BGD,40,1,5,1,4,3.0
BGD,38,2,5,0,4,3.0
BGD,42,2,5,0,5,3.0
BGD,18,2,5,2,4,3.0
BGD,21,2,5,2,3,3.0
BGD,21,2,5,3,3,3.0
BGD,57,1,5,1,4,3.0
BGD,22,1,5,3,2,3.0
BGD,20,1,5,3,3,3.0
BGD,36,1,5,7,3,3.0
BGD,55,1,5,7,2,3.0
BGD,23,2,5,1,5,3.0
BGD,30,2,5,3,3,3.0
BGD,32,1,5,1,4,3.0
BGD,50,1,5,1,4,3.0
BGD,27,1,5,1,5,3.0
BGD,32,1,5,0,4,3.0
BGD,27,2,5,2,4,3.0
BGD,50,2,5,0,3,3.0
BGD,38,2,5,0,3,3.0
BGD,25,2,5,3,2,3.0
BGD,32,2,5,3,3,3.0
BGD,19,1,5,6,3,3.0
BGD,18,1,5,2,4,3.0
BGD,40,1,5,1,3,3.0
BGD,70,1,5,1,3,3.0
BGD,22,2,5,1,3,3.0
BGD,32,2,5,1,3,3.0
BGD,45,1,5,0,3,3.0
BGD,58,1,5,0,3,3.0
BGD,26,1,5,6,3,3.0
BGD,46,2,5,0,3,3.0
BGD,30,2,5,1,4,3.0
BGD,30,1,5,1,2,3.0
BGD,20,2,5,1,4,3.0
BGD,40,1,5,3,3,3.0
BGD,35,2,5,1,5,3.0
BGD,25,2,5,2,3,3.0
BGD,45,1,5,3,3,3.0
BGD,36,1,5,2,4,3.0
BGD,41,2,5,6,4,3.0
BGD,18,1,5,2,4,3.0
BGD,18,1,5,3,3,3.0
BGD,18,1,5,2,4,3.0
BGD,30,1,5,1,5,3.0
BGD,30,2,5,0,4,3.0
BGD,45,2,5,1,3,3.0
BGD,36,2,5,2,3,3.0
BGD,42,2,5,1,3,3.0
BGD,32,1,5,1,4,3.0
BGD,46,1,5,2,3,3.0
BGD,67,1,5,0,4,3.0
BGD,18,1,5,2,4,3.0
BGD,60,2,5,0,3,3.0
BGD,40,1,5,0,5,3.0
BGD,45,1,5,2,4,3.0
BGD,38,1,5,6,3,3.0
BGD,28,1,5,7,3,3.0
BGD,40,1,5,1,4,3.0
BGD,57,2,5,0,4,3.0
BGD,25,2,5,1,5,3.0
BGD,21,2,6,2,4,3.0
BGD,18,2,6,3,3,3.0
BGD,40,1,5,2,4,3.0
BGD,45,1,5,1,3,3.0
BGD,22,1,5,2,3,3.0
BGD,21,1,5,1,4,3.0
BGD,55,1,5,1,4,3.0
BGD,25,2,5,2,4,3.0
BGD,60,1,5,6,3,3.0
BGD,25,1,5,3,2,3.0
BGD,36,1,5,1,3,3.0
BGD,21,2,5,2,3,3.0
BGD,45,1,5,2,3,3.0
BGD,26,2,5,2,3,3.0
BGD,22,2,5,6,4,3.0
BGD,60,2,7,1,4,3.0
BGD,36,2,7,3,3,3.0
BGD,46,2,7,3,4,3.0
BGD,35,2,7,6,3,3.0
BGD,18,1,7,1,3,3.0
BGD,57,1,7,3,4,3.0
BGD,55,1,7,6,3,3.0
BGD,51,1,7,2,2,3.0
BGD,70,1,7,6,4,3.0
BGD,20,2,5,2,3,3.0
BGD,20,1,5,3,3,3.0
BOL,60,1,1,3,3,7.0
BOL,38,2,2,1,3,7.0
BOL,20,2,1,3,3,7.0
BOL,39,1,1,3,4,7.0
BOL,19,2,0,6,2,7.0
BOL,20,1,1,5,3,8.0
BOL,73,2,2,0,3,7.0
BOL,32,2,8,6,2,7.0
BOL,54,1,0,6,4,7.0
BOL,26,2,2,3,3,7.0
BOL,22,2,1,2,4,8.0
BOL,40,1,1,2,3,7.0
BOL,50,2,1,7,2,8.0
BOL,25,2,0,6,3,7.0
BOL,36,2,1,1,2,7.0
BOL,23,1,1,6,3,7.0
BOL,51,1,2,3,4,7.0
BOL,29,1,1,6,3,8.0
BOL,25,1,1,6,3,7.0
BOL,30,2,1,3,2,7.0
BOL,27,1,0,3,3,8.0
BOL,39,1,2,5,3,7.0
BOL,19,1,0,3,3,8.0
BOL,42,1,1,5,4,7.0
BOL,41,2,0,6,3,8.0
BOL,47,2,1,1,3,7.0
BOL,22,2,1,6,3,7.0
BOL,43,1,2,7,2,7.0
BOL,71,1,1,2,4,7.0
BOL,30,2,0,6,3,7.0
BOL,46,1,1,7,3,7.0
BOL,27,1,2,6,3,7.0
BOL,39,2,1,6,3,8.0
BOL,67,2,1,1,3,7.0
BOL,35,2,0,5,3,7.0
BOL,34,1,1,3,5,8.0
BOL,19,1,1,6,3,8.0
BOL,38,1,1,6,2,8.0
BOL,27,2,1,1,3,8.0
BOL,44,2,2,0,4,7.0
BOL,56,1,1,2,3,8.0
BOL,21,1,1,3,2,8.0
BOL,20,2,1,6,3,7.0
BOL,20,1,2,3,2,7.0
BOL,58,1,1,2,4,7.0
BOL,29,2,1,1,5,7.0
BOL,51,1,1,1,3,7.0
BOL,25,2,0,3,2,7.0
BOL,37,1,1,3,3,7.0
BOL,23,1,0,3,2,8.0
BOL,40,2,1,1,4,7.0
BOL,21,2,0,3,3,8.0
BOL,24,1,1,3,4,8.0
BOL,28,1,0,6,3,8.0
BOL,35,2,1,6,4,7.0
BOL,26,2,1,6,3,8.0
BOL,20,1,0,3,3,8.0
BOL,49,1,1,6,3,7.0
BOL,58,2,1,0,3,7.0
BOL,32,2,2,1,4,7.0
BOL,26,1,1,6,2,7.0
BOL,34,1,1,6,3,8.0
BOL,57,1,0,2,2,8.0
BOL,40,1,0,6,3,7.0
BOL,55,2,1,3,3,8.0
BOL,46,2,0,5,4,8.0
BOL,60,1,1,1,3,7.0
BOL,55,1,1,6,3,8.0
BOL,36,1,1,6,3,7.0
BOL,67,1,1,2,4,8.0
BOL,33,1,2,3,3,7.0
BOL,35,1,2,5,4,8.0
BOL,27,2,1,5,3,8.0
BOL,18,1,1,3,2,8.0
BOL,28,2,1,6,2,7.0
BOL,19,1,1,3,3,7.0
BOL,25,2,1,1,5,8.0
BOL,26,1,0,6,3,7.0
BOL,54,1,1,2,3,7.0
BOL,21,2,0,6,2,7.0
BOL,22,1,1,3,3,7.0
BOL,22,2,1,6,3,7.0
BOL,19,2,1,3,3,7.0
BOL,22,1,0,6,4,7.0
BOL,32,2,1,5,3,8.0
BOL,20,2,1,3,5,8.0
BOL,36,1,1,3,4,7.0
BOL,21,2,1,6,2,8.0
BOL,44,2,1,6,3,8.0
BOL,70,1,1,7,3,8.0
BOL,30,1,0,3,5,7.0
BOL,27,1,1,3,4,7.0
BOL,40,1,1,1,3,7.0
BOL,22,2,1,2,4,8.0
BOL,24,1,0,5,3,8.0
BOL,38,1,1,0,5,7.0
BOL,43,2,1,0,5,7.0
BOL,32,2,1,5,3,8.0
BOL,58,1,1,5,3,7.0
BOL,32,2,0,1,3,7.0
BOL,37,1,1,6,2,8.0
BOL,21,1,8,6,2,8.0
BOL,56,2,2,1,5,7.0
BOL,45,1,8,3,4,7.0
BOL,32,1,1,2,3,7.0
BOL,62,1,1,5,3,7.0
BOL,47,1,1,7,3,8.0
BOL,56,1,1,1,3,8.0
BOL,37,2,8,3,4,7.0
BOL,28,1,2,6,2,8.0
BOL,53,1,1,6,2,8.0
BOL,37,1,1,3,3,7.0
BOL,18,1,1,3,2,8.0
BOL,45,2,0,3,2,8.0
BOL,32,2,1,6,2,8.0
BOL,46,1,1,1,5,7.0
BOL,37,1,0,3,4,7.0
BOL,39,1,8,7,2,8.0
BOL,23,2,1,6,3,8.0
BOL,41,1,1,6,2,8.0
BOL,45,2,2,5,5,7.0
BOL,20,1,1,3,3,8.0
BOL,21,1,0,3,2,7.0
BOL,41,2,1,3,3,8.0
BOL,33,2,5,2,2,7.0
BOL,43,2,1,3,4,7.0
BOL,47,2,1,1,3,8.0
BOL,20,2,1,1,4,8.0
BOL,18,1,0,3,2,8.0
BOL,49,1,1,1,5,7.0
BOL,40,1,1,1,5,8.0
BOL,30,1,0,3,3,8.0
BOL,24,1,1,6,3,8.0
BOL,74,2,1,3,2,8.0
BOL,28,1,1,3,3,7.0
BOL,18,2,0,3,3,7.0
BOL,33,2,1,5,2,8.0
BOL,28,1,1,1,4,8.0
BOL,20,1,0,3,3,7.0
BOL,54,1,1,6,4,8.0
BOL,62,1,0,5,3,7.0
BOL,28,1,2,3,2,8.0
BOL,43,1,1,1,3,8.0
BOL,59,1,1,6,3,7.0
BOL,61,2,1,5,2,7.0
BOL,50,1,1,3,3,8.0
BOL,18,2,1,3,2,7.0
BOL,19,1,1,3,1,7.0
BOL,38,1,1,1,3,8.0
BOL,52,1,1,1,5,2.0
BOL,25,2,1,3,3,8.0
BOL,29,2,2,5,2,7.0
BOL,66,1,1,1,4,8.0
BOL,38,1,1,3,2,7.0
BOL,29,1,0,3,4,8.0
BOL,18,2,0,3,3,8.0
BOL,54,1,0,3,4,7.0
BOL,27,2,1,6,3,8.0
BOL,22,2,1,3,3,8.0
BOL,35,2,1,5,4,8.0
BOL,83,2,1,1,3,8.0
BOL,20,1,1,2,5,8.0
BOL,62,1,1,1,3,8.0
BOL,46,1,1,7,3,8.0
BOL,47,2,1,1,4,7.0
BOL,30,1,0,6,4,8.0
BOL,26,1,1,3,3,8.0
BOL,29,1,0,5,2,7.0
BOL,60,1,0,6,2,7.0
BOL,55,1,2,3,3,8.0
BOL,34,1,0,6,2,8.0
BOL,20,2,0,3,2,8.0
BOL,40,1,1,3,2,8.0
BOL,62,2,2,7,2,8.0
BOL,20,2,0,1,5,8.0
BOL,30,2,1,6,3,8.0
BOL,30,2,1,3,2,8.0
BOL,46,1,0,6,3,7.0
BOL,26,2,1,3,3,8.0
BOL,47,2,1,3,3,8.0
BOL,19,2,1,3,3,8.0
BOL,36,2,1,3,5,8.0
BOL,31,1,1,3,4,7.0
BOL,23,1,1,3,4,8.0
BOL,62,1,2,2,3,7.0
BOL,76,1,1,1,3,8.0
BOL,35,1,0,6,3,8.0
BOL,26,2,2,6,2,7.0
BOL,42,2,1,6,4,7.0
BOL,29,2,1,5,3,8.0
BOL,31,1,1,6,3,7.0
BOL,52,1,1,1,5,7.0
BOL,30,1,1,6,3,8.0
BOL,27,2,1,5,2,7.0
BOL,32,2,1,5,3,8.0
BOL,25,2,0,5,2,8.0
BOL,28,2,1,6,2,8.0
BOL,22,2,1,6,3,8.0
BOL,25,1,1,3,3,8.0
BOL,32,2,0,2,3,8.0
BOL,36,1,2,5,4,8.0
BOL,40,1,1,6,4,8.0
BOL,31,2,1,6,2,8.0
BOL,46,2,1,3,3,8.0
BOL,19,2,1,3,3,8.0
BOL,64,1,1,8,2,7.0
BOL,40,2,1,3,3,8.0
BOL,29,1,1,3,4,8.0
BOL,36,1,1,3,3,8.0
BOL,32,2,2,6,2,7.0
BOL,51,1,1,3,3,8.0
BOL,43,2,0,3,2,7.0
BOL,67,1,1,2,2,8.0
BOL,61,2,2,3,5,7.0
BOL,23,1,0,6,2,8.0
BOL,44,1,1,1,4,8.0
BOL,29,2,1,3,3,7.0
BOL,52,1,2,6,3,7.0
BOL,34,2,1,6,3,7.0
BOL,35,2,8,6,3,8.0
BOL,47,2,8,3,2,7.0
BOL,24,2,2,3,3,8.0
BOL,25,1,1,7,3,8.0
BOL,60,2,1,5,4,8.0
BOL,19,1,0,5,3,8.0
BOL,40,2,1,5,3,8.0
BOL,20,1,1,3,3,7.0
BOL,22,1,1,3,4,7.0
BOL,60,1,2,1,4,8.0
BOL,30,2,2,6,3,8.0
BOL,39,1,1,6,3,7.0
BOL,27,2,1,6,2,8.0
BOL,62,1,1,6,3,8.0
BOL,37,1,0,2,3,8.0
BOL,32,1,1,3,2,8.0
BOL,46,1,0,3,4,8.0
BOL,31,1,2,1,3,7.0
BOL,22,1,1,3,2,8.0
BOL,33,1,2,1,2,7.0
BOL,19,2,0,6,2,7.0
BOL,27,1,2,6,2,7.0
BOL,25,1,8,3,2,8.0
BOL,62,1,1,6,4,7.0
BOL,27,2,1,6,4,7.0
BOL,19,1,1,3,2,7.0
BOL,22,1,0,6,2,8.0
BOL,30,2,0,2,4,8.0
BOL,34,1,1,5,5,7.0
BOL,59,1,1,2,2,8.0
BOL,33,1,1,6,2,8.0
BOL,50,1,0,3,4,8.0
BOL,35,1,0,6,3,8.0
BOL,45,1,0,3,4,7.0
BOL,29,1,1,3,2,8.0
BOL,23,2,1,6,4,8.0
BOL,30,2,1,5,2,7.0
BOL,40,2,2,3,5,8.0
BOL,47,2,1,2,4,8.0
BOL,67,2,1,1,3,7.0
BOL,27,2,2,1,3,7.0
BOL,31,2,1,5,4,8.0
BOL,40,2,8,1,5,7.0
BOL,55,2,1,5,2,8.0
BOL,18,1,1,3,3,7.0
BOL,20,1,0,6,3,8.0
BOL,37,1,1,6,2,7.0
BOL,27,2,1,6,2,7.0
BOL,33,2,2,3,4,8.0
BOL,25,1,0,6,2,8.0
BOL,21,2,0,3,2,7.0
BOL,61,1,2,3,3,8.0
BOL,55,2,2,6,3,7.0
BOL,18,1,1,6,3,8.0
BOL,47,1,0,7,2,8.0
BOL,48,1,1,5,2,8.0
BOL,34,2,2,3,3,7.0
BOL,28,1,0,3,3,8.0
BOL,51,1,2,6,2,8.0
BOL,24,2,0,6,3,8.0
BOL,68,1,1,1,3,7.0
BOL,58,1,1,1,2,7.0
BOL,18,1,1,3,3,8.0
BOL,21,2,0,3,5,8.0
BOL,45,1,0,5,4,7.0
BOL,28,2,0,5,3,8.0
BOL,63,2,2,3,4,7.0
BOL,39,1,0,6,3,8.0
BOL,38,2,1,6,2,8.0
BOL,31,2,1,3,3,8.0
BOL,43,2,1,2,4,7.0
BOL,26,2,8,6,2,8.0
BOL,21,1,1,3,2,7.0
BOL,72,1,2,3,3,7.0
BOL,72,2,1,2,3,8.0
BOL,44,2,1,6,4,7.0
BOL,25,1,1,2,3,7.0
BOL,43,2,0,1,4,7.0
BOL,38,2,1,1,3,7.0
BOL,44,1,1,3,5,7.0
BOL,42,2,1,3,4,7.0
BOL,24,2,2,6,2,8.0
BOL,68,1,1,2,2,8.0
BOL,30,1,0,6,3,8.0
BOL,28,1,1,3,3,8.0
BOL,31,1,1,6,3,7.0
BOL,22,1,2,6,4,8.0
BOL,21,1,0,6,3,7.0
BOL,22,2,1,3,3,7.0
BOL,18,1,0,3,4,7.0
BOL,20,2,1,3,5,7.0
BOL,29,2,1,5,3,8.0
BOL,28,2,0,6,2,7.0
BOL,52,1,2,2,4,8.0
BOL,27,1,8,6,3,7.0
BOL,51,1,1,3,4,8.0
BOL,69,1,1,1,2,7.0
BOL,45,1,1,3,3,8.0
BOL,25,1,1,6,3,8.0
BOL,25,1,8,6,3,8.0
BOL,53,2,0,3,2,8.0
BOL,49,2,0,5,4,8.0
BOL,33,2,1,6,3,8.0
BOL,49,2,2,1,3,2.0
BOL,76,2,1,3,3,8.0
BOL,26,1,0,6,4,7.0
BOL,67,2,1,6,4,8.0
BOL,20,2,2,6,4,7.0
BOL,25,2,0,6,3,8.0
BOL,82,1,1,6,2,7.0
BOL,20,2,1,5,2,8.0
BOL,57,2,2,2,4,7.0
BOL,44,2,1,6,3,8.0
BOL,60,2,1,6,2,8.0
BOL,45,1,1,6,2,7.0
BOL,39,2,2,6,3,8.0
BOL,18,1,0,2,5,8.0
BOL,36,2,8,3,3,7.0
BOL,30,2,1,6,3,7.0
BOL,50,1,1,6,3,7.0
BOL,41,2,1,3,2,8.0
BOL,56,1,2,6,2,7.0
BOL,24,1,1,6,3,8.0
BOL,42,1,1,6,3,8.0
BOL,28,2,0,6,3,8.0
BOL,44,1,1,2,4,8.0
BOL,62,1,0,3,4,7.0
BOL,46,1,1,7,2,8.0
BOL,18,1,2,3,2,7.0
BOL,32,1,0,6,2,8.0
BOL,25,2,1,6,3,7.0
BOL,46,1,1,5,4,8.0
BOL,45,1,1,6,5,7.0
BOL,22,1,9,3,3,7.0
BOL,65,1,8,6,1,8.0
BOL,27,2,1,5,5,8.0
BOL,27,1,1,6,4,7.0
BOL,25,2,1,6,4,8.0
BOL,21,2,8,2,2,7.0
BOL,65,2,1,1,2,7.0
BOL,19,2,1,3,3,7.0
BOL,34,2,2,1,5,7.0
BOL,30,1,1,6,3,7.0
BOL,23,2,0,6,2,8.0
BOL,36,1,1,1,4,7.0
BOL,50,1,1,1,4,8.0
BOL,79,1,1,3,5,8.0
BOL,20,1,0,6,3,8.0
BOL,27,1,1,3,4,7.0
BOL,18,1,0,3,4,8.0
BOL,20,2,2,6,3,7.0
BOL,40,2,1,3,4,7.0
BOL,37,1,1,3,2,7.0
BOL,29,1,1,3,4,8.0
BOL,19,1,0,3,4,7.0
BOL,34,1,2,1,3,8.0
BOL,21,1,2,6,2,8.0
BOL,43,2,1,1,3,7.0
BOL,59,2,2,1,2,7.0
BOL,18,2,0,2,4,7.0
BOL,20,1,2,3,4,7.0
BOL,63,2,1,0,3,7.0
BOL,21,2,1,6,3,7.0
BOL,36,1,8,3,4,7.0
BOL,32,2,2,2,3,8.0
BOL,29,2,1,3,3,7.0
BOL,35,2,2,3,5,7.0
BOL,60,1,0,2,4,7.0
BOL,18,2,8,3,3,7.0
BOL,33,2,2,3,3,7.0
BOL,64,1,1,0,5,8.0
BOL,20,1,8,5,2,8.0
BOL,59,1,1,2,3,7.0
BOL,18,2,0,3,2,8.0
BOL,55,2,1,3,3,7.0
BOL,40,2,2,2,3,8.0
BOL,34,2,0,3,3,8.0
BOL,74,1,1,2,3,7.0
BOL,34,1,1,0,2,7.0
BOL,30,2,2,3,3,8.0
BOL,52,2,8,3,3,7.0
BOL,34,2,2,1,5,7.0
BOL,38,1,1,2,5,8.0
BOL,51,1,1,6,5,7.0
BOL,41,1,2,2,3,7.0
BOL,20,1,2,6,2,7.0
BOL,49,1,1,1,3,8.0
BOL,60,2,2,3,3,7.0
BOL,26,2,1,2,3,8.0
BOL,71,2,1,5,3,8.0
BOL,47,1,0,3,4,7.0
BOL,62,2,1,6,2,8.0
BOL,25,1,2,6,3,7.0
BOL,22,2,1,6,3,7.0
BOL,44,1,2,1,3,7.0
BOL,34,1,1,6,4,7.0
BOL,20,2,2,6,2,7.0
BOL,19,1,1,6,3,8.0
BOL,64,2,1,2,3,8.0
BOL,77,1,8,1,4,7.0
BOL,42,1,1,6,4,8.0
BOL,42,1,1,3,4,8.0
BOL,55,1,1,3,3,8.0
BOL,69,2,1,5,2,7.0
BOL,32,2,1,6,4,8.0
BOL,27,2,0,6,4,7.0
BOL,42,1,0,1,3,7.0
BOL,48,1,1,3,3,8.0
BOL,22,1,0,6,3,8.0
BOL,23,2,8,6,2,7.0
BOL,60,1,1,6,4,7.0
BOL,31,1,1,3,5,7.0
BOL,30,2,1,6,3,8.0
BOL,60,1,1,6,2,8.0
BOL,25,1,1,6,3,8.0
BOL,26,2,1,1,5,7.0
BOL,63,1,1,1,3,7.0
BOL,38,2,1,6,3,7.0
BOL,25,2,1,3,3,8.0
BOL,48,2,1,5,4,7.0
BOL,36,2,2,3,3,7.0
BOL,22,1,0,3,4,7.0
BOL,34,1,0,3,4,7.0
BOL,55,1,0,3,2,8.0
BOL,25,1,2,3,3,8.0
BOL,19,1,1,3,2,8.0
BOL,45,2,1,0,5,7.0
BOL,25,2,1,6,4,8.0
BOL,32,1,0,1,3,7.0
BOL,19,2,2,5,3,7.0
BOL,28,2,1,3,2,8.0
BOL,24,2,0,6,2,8.0
BOL,21,1,8,6,3,8.0
BOL,28,1,1,6,3,8.0
BOL,18,2,0,2,3,8.0
BOL,31,2,2,2,3,8.0
BOL,52,1,1,3,3,8.0
BOL,37,1,1,1,3,7.0
BOL,19,2,1,5,5,7.0
BOL,24,1,1,3,5,7.0
BOL,22,1,0,3,5,8.0
BOL,78,2,1,1,4,7.0
BOL,30,1,1,2,4,8.0
BOL,62,1,8,2,3,7.0
BOL,31,1,1,6,3,8.0
BOL,22,1,1,3,4,7.0
BOL,20,2,1,3,2,8.0
BOL,31,1,1,6,5,7.0
BOL,68,2,1,7,4,8.0
BOL,67,1,1,6,3,8.0
BOL,47,1,0,3,4,7.0
BOL,29,1,1,6,3,8.0
BOL,43,2,1,3,3,7.0
BOL,37,1,0,6,5,8.0
BOL,31,1,8,6,3,7.0
BOL,28,2,0,3,2,7.0
BOL,18,2,1,3,3,7.0
BOL,46,1,0,3,3,7.0
BOL,46,2,0,6,3,7.0
