B_COUNTRY_ALPHA,Q262,Q260,Q289,Q275,Q287,mapped_category
KGZ,31,1,5,3,1,1.0
KGZ,62,1,0,3,2,5.0
KGZ,51,1,5,3,2,5.0
KGZ,53,1,5,3,3,5.0
KGZ,51,1,5,3,4,5.0
KGZ,42,2,5,5,3,5.0
KGZ,55,1,5,4,3,1.0
KGZ,30,2,5,4,4,1.0
KGZ,27,1,5,3,2,1.0
KGZ,24,2,5,3,2,5.0
KGZ,22,2,5,3,2,5.0
KGZ,19,1,5,3,2,5.0
KGZ,65,2,5,3,3,5.0
KGZ,46,1,5,7,2,5.0
KGZ,25,2,5,3,2,5.0
KGZ,64,2,5,2,3,5.0
KGZ,26,2,5,7,2,5.0
KGZ,52,2,5,7,2,5.0
KGZ,25,2,5,7,2,5.0
KGZ,26,2,5,5,4,1.0
KGZ,81,2,5,1,4,1.0
KGZ,21,1,5,5,4,1.0
KGZ,24,2,5,3,2,5.0
KGZ,30,1,5,3,3,5.0
KGZ,29,1,5,2,3,5.0
KGZ,29,1,5,4,3,5.0
KGZ,31,2,5,7,1,5.0
KGZ,55,1,5,5,4,5.0
KGZ,30,2,5,5,2,5.0
KGZ,56,2,5,5,1,5.0
KGZ,36,1,5,7,1,5.0
KGZ,21,2,5,3,2,5.0
KGZ,56,1,5,5,4,5.0
KGZ,45,2,5,3,2,5.0
KGZ,32,1,5,3,3,5.0
KGZ,33,1,5,3,4,5.0
KGZ,38,2,5,7,1,5.0
KGZ,27,2,5,7,1,5.0
KGZ,30,1,5,3,4,1.0
KGZ,24,1,5,6,4,1.0
KGZ,41,1,5,3,4,1.0
KGZ,28,2,5,3,2,1.0
KGZ,40,1,5,3,2,1.0
KGZ,50,1,5,6,4,1.0
KGZ,26,2,5,6,3,1.0
KGZ,30,1,5,3,2,1.0
KGZ,42,2,5,2,3,1.0
KGZ,27,2,5,2,4,1.0
KGZ,58,1,5,3,4,1.0
KGZ,20,1,5,5,2,1.0
KGZ,43,2,5,5,2,1.0
KGZ,37,2,5,2,2,1.0
KGZ,27,2,5,2,4,1.0
KGZ,58,2,5,7,2,5.0
KGZ,58,1,5,3,3,5.0
KGZ,31,2,5,7,1,5.0
KGZ,49,2,5,3,3,5.0
KGZ,41,1,5,3,1,5.0
KGZ,31,2,5,7,1,5.0
KGZ,53,2,5,5,1,5.0
KGZ,45,2,5,3,3,5.0
KGZ,35,2,5,7,2,5.0
KGZ,59,1,5,7,3,5.0
KGZ,23,2,5,4,3,5.0
KGZ,37,2,5,7,2,5.0
KGZ,70,2,5,7,3,5.0
KGZ,36,2,5,3,3,5.0
KGZ,56,1,5,4,2,5.0
KGZ,23,1,5,3,3,5.0
KGZ,69,1,5,4,3,5.0
KGZ,45,1,5,5,5,5.0
KGZ,53,2,5,3,4,5.0
KGZ,28,1,5,2,5,5.0
KGZ,31,1,5,3,3,5.0
KGZ,36,1,5,3,3,5.0
KGZ,27,1,5,3,3,5.0
KGZ,30,2,5,6,2,5.0
KGZ,25,1,5,7,2,5.0
KGZ,27,2,5,6,2,5.0
KGZ,46,2,5,7,2,5.0
KGZ,36,2,5,3,2,5.0
KGZ,24,1,5,3,5,5.0
KGZ,24,2,5,7,1,5.0
KGZ,27,2,5,3,1,5.0
KGZ,27,1,5,4,3,5.0
KGZ,28,1,5,6,2,5.0
KGZ,49,2,5,7,2,5.0
KGZ,21,2,5,4,1,5.0
KGZ,24,2,5,7,2,5.0
KGZ,62,2,5,7,2,5.0
KGZ,39,1,5,7,4,5.0
KGZ,39,2,5,7,2,5.0
KGZ,36,2,5,7,2,5.0
KGZ,39,2,5,7,1,5.0
KGZ,36,2,5,7,2,5.0
KGZ,69,1,5,3,2,1.0
KGZ,37,1,5,7,2,5.0
KGZ,21,2,5,4,2,1.0
KGZ,35,2,5,7,2,5.0
KGZ,45,2,3,3,4,5.0
KGZ,43,2,5,5,2,5.0
KGZ,39,2,5,7,3,5.0
KGZ,36,1,5,7,1,5.0
KGZ,57,1,5,3,3,5.0
KGZ,24,2,5,5,4,5.0
KGZ,23,1,5,6,3,5.0
KGZ,37,2,5,7,3,5.0
KGZ,60,2,5,4,4,5.0
KGZ,58,2,5,4,4,5.0
KGZ,51,2,5,7,4,5.0
KGZ,51,2,5,7,3,5.0
KGZ,20,2,5,6,2,5.0
KGZ,54,1,5,5,4,5.0
KGZ,23,2,5,4,2,5.0
KGZ,41,2,5,7,2,5.0
KGZ,33,2,5,7,4,5.0
KGZ,34,2,5,7,1,5.0
KGZ,63,1,5,5,4,5.0
KGZ,66,1,5,3,1,5.0
KGZ,37,1,5,5,4,5.0
KGZ,63,1,5,5,3,5.0
KGZ,37,1,5,3,2,5.0
KGZ,67,1,5,3,1,5.0
KGZ,43,2,5,3,4,5.0
KGZ,45,1,5,3,4,5.0
KGZ,45,2,5,5,2,5.0
KGZ,45,1,5,3,4,5.0
KGZ,28,1,5,3,4,5.0
KGZ,58,1,5,5,4,5.0
KGZ,68,1,0,5,4,5.0
KGZ,36,1,9,4,4,5.0
KGZ,35,2,5,5,2,5.0
KGZ,34,1,5,5,1,5.0
KGZ,62,2,5,5,4,5.0
KGZ,32,1,5,5,5,5.0
KGZ,41,2,5,5,3,5.0
KGZ,41,2,5,7,2,5.0
KGZ,37,2,5,5,2,5.0
KGZ,58,2,5,5,4,5.0
KGZ,55,2,5,2,4,5.0
KGZ,32,2,5,3,4,5.0
KGZ,40,2,5,3,3,5.0
KGZ,41,2,5,4,4,5.0
KGZ,21,2,5,3,2,5.0
KGZ,39,1,5,5,1,5.0
KGZ,63,1,5,7,4,5.0
KGZ,44,1,5,3,4,5.0
KGZ,26,2,5,3,3,5.0
KGZ,47,1,5,3,4,5.0
KGZ,31,2,5,5,1,5.0
KGZ,36,2,5,3,1,5.0
KGZ,56,2,5,5,3,5.0
KGZ,66,2,5,5,2,5.0
KGZ,41,2,5,5,4,5.0
KGZ,51,2,5,3,1,5.0
KGZ,63,2,5,5,2,5.0
KGZ,31,2,5,5,2,5.0
KGZ,59,2,5,5,4,5.0
KGZ,28,2,5,7,2,5.0
KGZ,36,2,0,5,1,5.0
KGZ,51,2,5,7,2,5.0
KGZ,73,1,5,5,3,5.0
KGZ,57,1,5,5,4,5.0
KGZ,43,2,5,7,2,5.0
KGZ,36,1,5,7,4,5.0
KGZ,30,2,5,5,4,5.0
KGZ,59,2,5,5,4,5.0
KGZ,38,2,5,5,2,5.0
KGZ,28,1,5,3,2,5.0
KGZ,35,2,5,6,5,5.0
KGZ,63,1,5,7,2,5.0
KGZ,66,2,5,5,4,5.0
KGZ,50,1,5,3,2,5.0
KGZ,52,2,5,3,1,5.0
KGZ,78,1,5,3,5,5.0
KGZ,62,2,5,3,2,5.0
KGZ,34,1,5,5,3,5.0
KGZ,59,2,5,3,2,5.0
KGZ,28,2,5,3,2,5.0
KGZ,59,1,5,3,2,5.0
KGZ,62,2,5,5,2,5.0
KGZ,26,1,5,3,3,5.0
KGZ,39,2,5,4,4,5.0
KGZ,52,1,5,3,4,5.0
KGZ,62,1,5,3,3,5.0
KGZ,47,1,5,3,2,5.0
KGZ,42,2,5,5,2,5.0
KGZ,48,1,5,3,4,5.0
KGZ,48,2,5,5,4,5.0
KGZ,19,1,5,3,3,5.0
KGZ,27,2,5,5,2,5.0
KGZ,28,1,5,7,4,5.0
KGZ,53,2,5,3,4,5.0
KGZ,19,2,5,3,1,5.0
KGZ,49,2,5,4,4,5.0
KGZ,41,2,5,4,4,5.0
KGZ,23,2,5,3,4,5.0
KGZ,53,2,5,3,4,5.0
KGZ,56,2,5,3,4,5.0
KGZ,26,2,5,7,1,5.0
KGZ,25,2,5,4,4,5.0
KGZ,41,2,5,3,1,5.0
KGZ,36,2,5,7,3,5.0
KGZ,30,2,5,7,4,5.0
KGZ,19,1,5,4,1,5.0
KGZ,27,2,5,7,4,5.0
KGZ,32,2,5,3,1,5.0
KGZ,52,1,5,5,4,5.0
KGZ,46,1,5,7,3,5.0
KGZ,20,1,5,5,1,5.0
KGZ,37,2,5,3,2,5.0
KGZ,28,2,5,3,1,5.0
KGZ,33,1,5,2,2,5.0
KGZ,29,2,5,7,1,5.0
KGZ,61,2,5,3,5,1.0
KGZ,71,1,5,7,4,5.0
KGZ,25,2,5,2,5,5.0
KGZ,54,2,5,3,3,5.0
KGZ,43,2,5,3,4,5.0
KGZ,50,2,5,3,4,5.0
KGZ,59,2,5,7,4,5.0
KGZ,49,2,5,3,2,5.0
KGZ,53,2,5,3,5,1.0
KGZ,68,2,5,7,4,5.0
KGZ,42,2,5,7,2,5.0
KGZ,43,1,5,2,2,5.0
KGZ,19,1,5,4,2,5.0
KGZ,47,1,5,3,3,5.0
KGZ,41,2,5,2,2,5.0
KGZ,34,2,5,7,2,5.0
KGZ,50,2,5,7,1,5.0
KGZ,26,2,5,7,4,5.0
KGZ,21,1,5,6,2,5.0
KGZ,41,2,5,7,4,5.0
KGZ,20,2,5,5,1,5.0
KGZ,45,2,5,4,4,5.0
KGZ,22,1,5,5,2,5.0
KGZ,39,1,5,7,1,5.0
KGZ,61,1,5,7,1,5.0
KGZ,48,2,5,2,3,5.0
KGZ,56,2,5,3,4,5.0
KGZ,39,1,5,7,1,5.0
KGZ,67,1,5,7,4,5.0
KGZ,20,1,5,3,2,5.0
KGZ,59,2,5,4,2,5.0
KGZ,61,1,5,3,2,5.0
KGZ,61,1,5,3,3,5.0
KGZ,49,2,5,7,2,5.0
KGZ,53,2,5,7,4,5.0
KGZ,37,2,5,7,2,5.0
KGZ,56,2,5,3,2,5.0
KGZ,24,2,5,3,4,5.0
KGZ,33,2,5,7,4,5.0
KGZ,38,1,5,3,4,5.0
KGZ,32,1,5,2,4,1.0
KGZ,56,2,5,7,2,5.0
KGZ,29,2,5,2,4,1.0
KGZ,47,2,5,5,4,1.0
KGZ,47,2,5,3,4,1.0
KGZ,31,2,5,2,4,5.0
KGZ,41,2,5,2,5,1.0
KGZ,58,2,5,3,5,5.0
KGZ,61,2,5,3,2,5.0
KGZ,63,2,5,5,2,5.0
KGZ,68,2,5,4,2,8.0
KGZ,30,2,5,3,2,5.0
KGZ,55,2,5,3,4,5.0
KGZ,76,2,5,2,2,1.0
KGZ,31,1,5,4,3,5.0
KGZ,32,2,5,3,3,5.0
KGZ,25,1,5,3,3,5.0
KGZ,59,1,5,3,2,5.0
KGZ,33,2,5,4,2,5.0
KGZ,26,2,5,3,3,5.0
KGZ,31,2,5,6,3,5.0
KGZ,44,1,5,7,2,5.0
KGZ,38,1,5,3,4,5.0
KGZ,46,1,5,7,2,5.0
KGZ,19,2,5,3,1,5.0
KGZ,61,1,5,3,4,5.0
KGZ,47,1,5,3,4,5.0
KGZ,31,2,5,3,2,5.0
KGZ,54,2,5,3,3,5.0
KGZ,52,2,5,3,4,5.0
KGZ,37,2,5,3,3,5.0
KGZ,53,2,5,3,3,5.0
KGZ,64,1,5,3,3,5.0
KGZ,58,1,5,3,2,5.0
KGZ,35,2,5,3,3,5.0
KGZ,25,2,5,3,3,5.0
KGZ,59,2,5,3,3,5.0
KGZ,34,1,5,3,4,5.0
KGZ,36,2,5,3,3,5.0
KGZ,25,2,5,3,2,5.0
KGZ,33,1,5,3,4,5.0
KGZ,19,1,5,3,1,5.0
KGZ,33,2,5,6,1,5.0
KGZ,23,2,5,3,3,5.0
KGZ,36,1,5,3,2,5.0
KGZ,25,1,5,3,2,5.0
KGZ,48,2,5,3,2,5.0
KGZ,30,2,5,6,2,5.0
KGZ,29,2,5,6,2,5.0
KGZ,28,1,5,6,1,5.0
KGZ,26,1,5,3,3,5.0
KGZ,39,1,5,6,2,5.0
KGZ,48,2,5,7,2,5.0
KGZ,23,1,5,3,1,5.0
KGZ,36,2,5,3,2,5.0
KGZ,41,1,5,3,2,5.0
KGZ,42,2,5,3,5,5.0
KGZ,26,2,5,3,2,5.0
KGZ,34,1,5,4,3,5.0
KGZ,25,2,5,7,1,5.0
KGZ,32,1,5,3,2,5.0
KGZ,20,2,5,4,1,5.0
KGZ,31,2,5,6,2,5.0
KGZ,53,1,5,3,4,1.0
KGZ,44,1,5,3,4,5.0
KGZ,39,1,5,6,2,5.0
KGZ,31,1,5,3,3,5.0
KGZ,32,1,5,6,2,5.0
KGZ,48,2,5,3,3,5.0
KGZ,35,2,5,6,2,5.0
KGZ,57,2,5,3,3,5.0
KGZ,26,1,5,4,4,5.0
KGZ,45,2,5,6,2,8.0
KGZ,34,2,5,3,5,8.0
KGZ,67,2,5,3,4,5.0
KGZ,39,2,5,4,4,5.0
KGZ,34,1,5,3,4,5.0
KGZ,43,1,5,3,2,1.0
KGZ,28,1,5,3,4,1.0
KGZ,38,1,5,7,4,1.0
KGZ,48,1,5,3,3,1.0
KGZ,19,2,5,3,4,5.0
KGZ,27,2,5,3,3,5.0
KGZ,19,1,5,5,2,5.0
KGZ,54,2,5,7,1,5.0
KGZ,33,1,5,7,2,5.0
KGZ,21,1,5,6,3,5.0
KGZ,41,2,5,3,2,5.0
KGZ,26,2,5,3,1,5.0
KGZ,23,2,5,6,2,5.0
KGZ,33,2,5,4,4,5.0
KGZ,32,1,5,3,4,5.0
KGZ,22,2,5,3,2,5.0
KGZ,19,2,5,3,2,5.0
KGZ,29,2,5,3,2,5.0
KGZ,56,2,5,7,1,5.0
KGZ,39,2,5,4,3,5.0
KGZ,34,2,5,4,4,5.0
KGZ,26,2,5,3,5,5.0
KGZ,64,2,5,3,2,5.0
KGZ,31,1,5,3,1,5.0
KGZ,41,1,5,3,1,5.0
KGZ,31,2,5,7,3,5.0
KGZ,24,1,5,6,1,5.0
KGZ,27,1,5,4,1,5.0
KGZ,36,2,5,3,1,5.0
KGZ,36,1,5,3,2,5.0
KGZ,46,2,5,5,3,1.0
KGZ,34,2,5,5,1,5.0
KGZ,29,1,5,7,1,5.0
KGZ,34,1,5,2,4,1.0
KGZ,21,1,5,5,1,5.0
KGZ,47,2,5,3,3,5.0
KGZ,57,2,5,3,2,5.0
KGZ,53,2,5,3,4,1.0
KGZ,60,2,5,3,2,1.0
KGZ,31,1,5,3,5,1.0
KGZ,64,2,5,4,3,1.0
KGZ,41,2,5,2,4,1.0
KGZ,62,2,5,3,3,1.0
KGZ,37,1,5,4,4,1.0
KGZ,53,1,5,3,4,1.0
KGZ,49,2,5,3,3,1.0
KGZ,29,2,5,3,2,1.0
KGZ,27,2,5,2,4,8.0
KGZ,21,2,5,3,4,1.0
KGZ,48,2,5,7,4,1.0
KGZ,46,2,3,3,2,5.0
KGZ,44,2,3,3,3,5.0
KGZ,39,2,5,6,4,5.0
KGZ,38,1,5,3,2,5.0
KGZ,46,1,5,3,4,5.0
KGZ,40,1,5,3,2,5.0
KGZ,33,2,5,3,3,5.0
KGZ,31,2,5,3,4,8.0
KGZ,62,1,5,3,4,5.0
KGZ,23,1,5,3,2,1.0
KGZ,42,1,5,3,4,5.0
KGZ,62,1,5,3,3,5.0
KGZ,54,2,5,3,3,8.0
KGZ,47,1,5,3,3,5.0
KGZ,46,2,0,3,2,5.0
KGZ,48,1,0,3,4,5.0
KGZ,53,2,5,5,3,5.0
KGZ,43,2,5,3,3,5.0
KGZ,66,2,5,3,3,5.0
KGZ,54,1,5,2,4,8.0
KGZ,33,1,5,0,5,8.0
KGZ,22,2,5,3,1,8.0
KGZ,37,2,5,4,2,5.0
KGZ,39,2,5,2,4,8.0
KGZ,57,1,5,5,2,5.0
KGZ,33,1,5,3,2,5.0
KGZ,38,2,5,5,4,5.0
KGZ,55,1,5,5,4,5.0
KGZ,32,2,5,3,2,5.0
KGZ,31,2,5,7,4,5.0
KGZ,46,2,5,5,3,5.0
KGZ,28,1,5,3,4,5.0
KGZ,38,1,5,3,3,5.0
KGZ,23,2,5,5,3,5.0
KGZ,43,2,5,3,4,5.0
KGZ,25,2,5,3,3,5.0
KGZ,34,2,5,3,2,5.0
KGZ,38,1,5,3,2,5.0
KGZ,44,2,5,7,1,5.0
KGZ,63,1,5,3,4,5.0
KGZ,45,2,5,4,2,5.0
KGZ,35,2,5,4,2,5.0
KGZ,35,1,5,7,2,5.0
KGZ,19,1,5,6,4,5.0
KGZ,64,1,0,3,2,5.0
KGZ,40,2,5,3,2,5.0
KGZ,51,2,5,3,2,5.0
KGZ,42,1,5,2,2,5.0
KGZ,45,2,5,4,4,5.0
KGZ,24,1,5,3,2,5.0
KGZ,33,2,5,7,2,5.0
KGZ,32,2,5,3,2,5.0
KGZ,47,2,1,5,2,5.0
KGZ,21,1,5,3,2,5.0
KGZ,44,2,5,7,2,5.0
KGZ,59,2,3,5,3,5.0
KGZ,22,2,5,3,2,5.0
KGZ,56,2,5,5,2,8.0
KGZ,28,2,0,2,4,5.0
KGZ,22,1,5,7,2,5.0
KGZ,41,2,5,6,3,5.0
KGZ,53,2,0,7,3,5.0
KGZ,54,1,5,3,2,5.0
KGZ,53,2,5,7,2,5.0
KGZ,44,2,5,7,2,5.0
KGZ,33,2,5,7,2,5.0
KGZ,40,2,5,3,4,5.0
KGZ,36,2,5,7,4,5.0
KGZ,27,2,0,5,3,5.0
KGZ,67,2,5,5,3,5.0
KGZ,28,2,5,7,2,5.0
KGZ,44,2,5,5,4,5.0
KGZ,39,1,5,7,2,5.0
KGZ,22,2,5,2,2,5.0
KGZ,46,1,5,3,4,5.0
KGZ,60,1,5,5,4,5.0
KGZ,47,2,5,3,3,5.0
KGZ,68,1,5,7,4,5.0
KGZ,41,1,5,3,4,5.0
KGZ,21,2,5,3,2,5.0
KGZ,39,1,5,3,2,5.0
KGZ,61,2,5,3,3,5.0
KGZ,78,1,0,3,3,5.0
KGZ,55,2,5,5,4,5.0
KGZ,19,2,5,4,4,5.0
KGZ,44,2,5,3,3,5.0
KGZ,50,2,5,7,2,5.0
KGZ,23,1,5,3,2,5.0
KGZ,66,1,5,3,3,5.0
KGZ,37,2,5,3,4,5.0
KGZ,54,2,5,3,4,5.0
KGZ,56,2,8,7,4,5.0
KGZ,26,2,5,7,2,5.0
KGZ,42,2,5,3,4,5.0
KGZ,33,1,5,3,2,5.0
KGZ,56,2,3,5,2,5.0
KGZ,32,2,5,3,1,5.0
KGZ,68,2,3,5,4,5.0
KGZ,62,2,3,3,4,5.0
KGZ,45,2,3,7,4,5.0
KGZ,52,2,5,7,4,5.0
KGZ,50,2,3,7,4,5.0
KGZ,48,1,0,5,4,5.0
KGZ,22,2,3,5,2,5.0
KGZ,57,2,0,4,4,5.0
KGZ,52,2,0,3,2,5.0
KGZ,51,2,3,5,2,5.0
KGZ,61,1,5,2,3,5.0
KGZ,24,2,5,2,5,8.0
KGZ,49,2,5,3,3,5.0
KGZ,29,2,5,3,5,5.0
KGZ,39,1,0,2,4,5.0
KGZ,33,2,5,2,3,5.0
KGZ,34,2,5,2,4,8.0
KGZ,33,2,5,2,4,8.0
KGZ,31,1,5,6,2,5.0
KGZ,58,1,5,3,4,8.0
KGZ,33,2,5,2,2,8.0
KGZ,51,1,5,4,4,5.0
KGZ,50,1,5,3,3,5.0
KGZ,60,1,5,3,3,5.0
KGZ,53,2,5,3,3,5.0
KGZ,34,2,5,3,4,5.0
KGZ,54,1,5,4,4,5.0
KGZ,25,2,5,3,3,8.0
KGZ,55,1,5,8,4,5.0
KGZ,49,2,5,2,4,5.0
KGZ,30,1,5,3,2,8.0
KGZ,45,1,5,2,3,8.0
KGZ,20,2,5,4,3,5.0
KGZ,56,1,0,2,3,8.0
KGZ,40,2,3,5,4,5.0
KGZ,68,2,3,5,3,5.0
KGZ,68,2,3,3,4,5.0
KGZ,61,2,3,3,4,5.0
KGZ,43,2,0,5,4,5.0
KGZ,19,1,3,4,2,5.0
KGZ,75,2,3,7,2,5.0
KGZ,57,2,3,7,2,5.0
KGZ,65,1,3,5,4,5.0
KGZ,41,2,5,6,2,5.0
KGZ,36,1,0,7,4,5.0
KGZ,69,2,0,5,2,5.0
KGZ,83,1,0,7,2,5.0
KGZ,20,1,5,5,2,5.0
KGZ,74,2,0,5,4,5.0
KGZ,56,2,5,5,2,5.0
KGZ,28,1,5,6,1,5.0
KGZ,24,2,5,7,4,5.0
KGZ,26,1,5,6,2,5.0
KGZ,31,2,5,7,2,5.0
KGZ,35,1,5,7,1,5.0
KGZ,23,2,5,6,2,5.0
KGZ,41,2,5,2,3,8.0
KGZ,19,1,5,6,2,8.0
KGZ,36,2,5,7,1,5.0
KGZ,31,2,5,3,3,5.0
KGZ,79,2,5,7,2,5.0
KGZ,76,2,5,7,2,5.0
KGZ,34,2,5,7,2,5.0
KGZ,64,2,5,5,1,5.0
KGZ,50,2,5,7,3,5.0
KGZ,49,2,5,5,3,5.0
KGZ,22,2,5,7,2,5.0
KGZ,20,2,5,5,2,5.0
KGZ,58,2,3,5,4,5.0
KGZ,61,1,5,5,2,8.0
KGZ,25,2,3,5,2,5.0
KGZ,19,1,0,3,3,5.0
KGZ,51,1,5,5,2,5.0
KGZ,72,1,5,5,2,5.0
KGZ,63,2,0,5,5,5.0
KGZ,46,1,5,3,4,5.0
KGZ,47,2,3,3,4,5.0
KGZ,26,1,0,6,2,5.0
KGZ,25,2,3,5,2,5.0
KGZ,21,1,5,3,4,5.0
KGZ,20,1,5,3,2,5.0
KGZ,40,1,0,6,4,5.0
KGZ,56,1,0,5,3,5.0
KGZ,42,1,5,5,3,5.0
KGZ,31,2,5,3,2,5.0
KGZ,70,2,3,3,4,5.0
KGZ,55,2,5,7,2,5.0
KGZ,32,2,5,7,2,5.0
KGZ,47,2,5,5,2,5.0
KGZ,37,2,3,3,4,5.0
KGZ,71,2,3,5,2,5.0
KGZ,57,2,5,7,3,5.0
KGZ,72,2,5,5,3,5.0
KGZ,22,1,5,5,2,5.0
KGZ,81,2,3,5,3,5.0
KGZ,69,2,5,5,2,5.0
KGZ,42,2,5,6,2,5.0
KGZ,49,2,5,7,2,5.0
KGZ,52,2,5,5,4,5.0
KGZ,84,2,3,5,3,5.0
KGZ,57,2,5,7,2,5.0
KGZ,44,1,5,3,2,5.0
KGZ,56,2,5,6,1,5.0
KGZ,19,2,5,3,3,5.0
KGZ,56,1,5,6,3,5.0
KGZ,37,2,5,3,2,5.0
KGZ,58,1,5,5,3,5.0
KGZ,70,2,5,4,4,5.0
KGZ,34,2,5,5,4,5.0
KGZ,29,2,5,6,1,5.0
KGZ,21,1,5,3,2,5.0
KGZ,23,2,5,6,2,5.0
KGZ,46,2,5,7,3,5.0
KGZ,28,2,0,7,2,5.0
KGZ,75,2,5,3,3,5.0
KGZ,44,2,5,7,2,5.0
KGZ,41,1,5,7,3,5.0
KGZ,39,2,5,7,2,5.0
KGZ,20,1,5,4,2,5.0
KGZ,63,1,5,3,4,5.0
KGZ,56,1,9,5,4,5.0
KGZ,34,1,5,3,4,5.0
KGZ,49,2,3,6,3,8.0
KGZ,57,1,3,7,2,5.0
KGZ,23,1,1,6,2,8.0
KGZ,59,1,5,5,3,8.0
KGZ,24,2,4,7,2,5.0
KGZ,27,2,5,3,2,5.0
KGZ,21,1,0,6,4,5.0
KGZ,59,1,3,7,3,5.0
KGZ,22,2,5,7,4,5.0
KGZ,27,2,5,4,3,5.0
KGZ,55,2,0,5,4,5.0
KGZ,21,1,5,6,4,8.0
KGZ,30,2,5,7,3,5.0
KGZ,30,1,5,4,3,5.0
KGZ,22,2,5,7,2,5.0
KGZ,23,1,5,7,3,5.0
KGZ,39,2,5,7,2,5.0
KGZ,27,2,5,7,4,8.0
KGZ,49,1,5,5,4,8.0
KGZ,57,2,0,7,1,5.0
KGZ,36,1,3,5,4,5.0
KGZ,50,2,5,7,5,5.0
KGZ,32,1,5,7,4,5.0
KGZ,39,1,0,7,4,5.0
KGZ,45,2,8,7,4,5.0
KGZ,22,2,3,5,2,5.0
KGZ,33,2,3,7,3,5.0
KGZ,25,1,5,7,3,5.0
KGZ,24,2,5,3,1,5.0
KGZ,36,1,3,7,4,8.0
KGZ,42,2,5,5,2,1.0
KGZ,44,1,5,5,3,1.0
KGZ,50,1,5,5,3,5.0
KGZ,40,1,5,3,1,5.0
KGZ,49,1,0,7,2,5.0
KGZ,19,1,5,5,4,5.0
KGZ,38,2,0,7,2,5.0
KGZ,37,1,3,7,4,1.0
KGZ,39,2,0,7,2,5.0
KGZ,23,2,5,5,3,5.0
KGZ,46,2,8,7,4,5.0
KGZ,50,2,5,7,5,5.0
KGZ,35,2,3,7,2,5.0
KGZ,34,1,0,7,4,5.0
KGZ,22,2,3,7,2,5.0
KGZ,60,1,3,3,4,5.0
KGZ,48,2,3,7,4,5.0
KGZ,71,2,3,7,4,5.0
KGZ,28,1,3,7,5,5.0
KGZ,48,2,3,7,4,5.0
KGZ,19,2,3,3,2,5.0
KGZ,83,2,0,5,2,5.0
KGZ,59,1,0,5,4,5.0
KGZ,62,2,3,7,2,5.0
KGZ,21,2,0,3,2,5.0
KGZ,32,2,7,7,3,5.0
KGZ,47,2,0,5,3,5.0
KGZ,22,2,5,5,2,5.0
KGZ,52,2,3,3,3,5.0
KGZ,53,2,3,3,4,5.0
KGZ,43,1,3,5,2,5.0
KGZ,23,2,0,6,4,5.0
KGZ,19,1,3,2,4,5.0
KGZ,45,1,0,4,4,5.0
KGZ,41,2,0,3,3,5.0
KGZ,58,1,0,3,4,5.0
KGZ,60,2,0,7,4,8.0
KGZ,43,1,3,5,4,5.0
KGZ,59,1,0,7,3,5.0
KGZ,55,2,3,3,4,5.0
KGZ,23,2,5,7,2,5.0
KGZ,29,2,5,3,2,8.0
KGZ,63,1,5,3,4,5.0
KGZ,66,2,3,3,4,5.0
KGZ,22,1,3,5,2,5.0
KGZ,62,2,3,7,2,5.0
KGZ,23,1,3,3,2,5.0
KGZ,64,2,3,5,4,5.0
KGZ,20,1,5,3,4,5.0
KGZ,34,1,3,5,4,5.0
KGZ,62,2,3,5,4,5.0
KGZ,25,1,5,3,2,1.0
KGZ,39,2,2,3,4,5.0
KGZ,35,1,0,3,4,5.0
KGZ,30,2,5,7,2,5.0
KGZ,31,2,3,5,2,5.0
KGZ,30,1,3,3,4,5.0
KGZ,41,2,3,7,2,5.0
KGZ,34,2,3,7,2,5.0
KGZ,45,2,5,5,2,5.0
KGZ,43,2,3,7,3,5.0
KGZ,77,1,0,5,2,5.0
KGZ,64,1,5,4,4,5.0
KGZ,33,1,3,5,4,5.0
KGZ,57,1,3,7,3,5.0
KGZ,35,1,5,5,3,5.0
KGZ,39,1,0,3,4,5.0
KGZ,36,1,5,3,4,5.0
KGZ,39,1,3,3,4,5.0
KGZ,71,1,0,2,4,5.0
KGZ,23,2,5,5,2,5.0
KGZ,46,2,0,5,2,5.0
KGZ,23,1,5,6,2,5.0
KGZ,25,2,5,6,2,5.0
KGZ,24,1,0,6,2,5.0
KGZ,21,2,5,5,2,5.0
KGZ,30,2,0,7,2,5.0
KGZ,26,2,0,7,2,5.0
KGZ,20,2,5,5,3,5.0
KGZ,27,2,5,7,1,5.0
KGZ,59,2,5,5,2,5.0
KGZ,33,1,5,3,4,5.0
KGZ,36,2,5,7,2,5.0
KGZ,35,1,5,3,4,5.0
KGZ,22,2,5,6,4,5.0
KGZ,40,1,5,5,1,5.0
KGZ,36,1,5,3,2,5.0
KGZ,32,2,5,7,1,5.0
KGZ,71,2,5,7,4,1.0
KGZ,29,1,5,3,2,5.0
KGZ,22,2,3,4,2,5.0
KGZ,22,1,5,4,3,5.0
KGZ,21,1,0,5,2,5.0
KGZ,23,2,0,4,3,5.0
KGZ,20,2,0,4,4,5.0
KGZ,20,1,5,6,1,5.0
KGZ,70,1,3,7,2,5.0
KGZ,61,2,5,7,4,5.0
KGZ,31,2,5,7,4,5.0
KGZ,22,2,5,5,2,5.0
KGZ,24,2,5,5,4,8.0
KGZ,29,1,5,5,1,5.0
KGZ,45,2,5,7,4,5.0
KGZ,22,1,5,5,4,5.0
