Q290,mapped_category,ethnicity_string,country
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20999,8.0,Other,AND
20999,8.0,Other,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20003,3.0,South Asian,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20004,4.0,East Asian,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20999,8.0,Other,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20004,4.0,East Asian,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20003,3.0,South Asian,AND
20003,3.0,South Asian,AND
20999,8.0,Other,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20002,2.0,Negro black,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20999,8.0,Other,AND
20003,3.0,South Asian,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
20001,1.0,Caucasian white,AND
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32999,8.0,Other,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32005,7.0,Indigenous,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32004,2.0,Black,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32002,8.0,Light brown,ARG
32003,8.0,Dark brown,ARG
32001,1.0,White,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
32002,8.0,Light brown,ARG
