Q1,Q2,Q3,Q4,Q5,Q6,Q29,Q37,Q41,Q59,Q60,Q63,Q75,Q90,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q159,Q160,Q178,Q182,Q184,Q185,Q186,Q187,Q188,Q189,Q195,Q196,Q197,Q260,Q262,Q275,Q287,Q289,Q290,B_COUNTRY_ALPHA
1,2,1,4,2,2,3,5,3,3,2,3,2,-2,0,0,0,0,0,0,0,0,0,0,0,10,5,1,10,5,5,7,5,5,1,9,2,3,1,49,6,2,1,20001,AND
1,1,1,3,2,3,3,5,4,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,10,7,1,9,4,10,8,6,5,1,10,2,2,2,41,1,3,1,20001,AND
1,2,1,3,2,3,2,4,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10,1,1,5,3,9,9,5,5,2,1,2,4,1,34,2,2,1,20001,AND
2,2,1,4,2,3,3,2,1,4,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,5,10,10,1,5,1,10,2,4,1,56,1,3,1,20001,AND
2,2,1,4,-2,-2,2,4,2,2,2,3,2,10,0,0,0,0,0,0,0,0,0,0,0,10,4,1,7,7,7,7,1,7,3,10,2,3,1,44,1,4,1,20001,AND
1,2,1,3,1,3,2,2,1,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,8,6,1,5,1,10,5,1,5,1,6,2,4,1,59,1,3,1,20001,AND
2,2,2,3,2,4,1,5,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,10,5,1,5,3,7,2,2,1,47,2,4,0,20001,AND
2,2,1,3,1,4,1,5,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,3,9,7,3,6,1,1,2,3,1,52,2,4,0,20001,AND
1,2,1,2,1,3,-2,-2,-2,3,2,2,2,5,0,0,0,0,0,0,2,0,0,0,0,10,5,1,9,4,9,6,4,5,2,7,2,4,1,30,6,2,1,20001,AND
1,2,1,4,2,2,2,2,2,3,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,10,10,1,5,2,10,10,5,5,1,10,2,4,2,29,6,2,3,20001,AND
1,2,1,4,2,3,2,4,1,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,10,7,1,7,1,10,7,1,5,1,5,2,4,1,36,3,4,1,20001,AND
1,1,1,3,1,2,3,5,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,1,7,7,1,1,1,7,2,3,2,50,1,4,1,20001,AND
1,1,1,4,1,2,2,4,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,10,8,1,10,1,10,10,1,1,1,5,1,4,1,62,3,3,1,20001,AND
1,2,1,3,2,3,2,5,4,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,10,3,1,10,5,10,10,5,5,1,5,3,3,1,42,2,4,1,20001,AND
1,1,1,4,1,2,1,5,3,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,10,8,1,1,1,3,5,1,1,1,1,2,3,2,28,1,4,1,20001,AND
1,1,1,2,2,4,2,4,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,8,3,1,3,1,8,8,3,1,1,8,2,3,1,38,4,3,1,20001,AND
2,2,1,3,1,2,2,4,2,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10,2,1,10,10,10,10,7,7,2,1,2,3,1,48,4,3,1,20001,AND
1,2,1,4,2,2,2,5,5,2,2,3,2,-2,0,0,0,0,0,0,0,0,0,0,0,10,8,1,8,1,9,9,5,5,1,1,4,4,2,34,1,4,1,20001,AND
1,2,1,3,2,2,3,3,5,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,10,7,1,1,1,7,7,1,7,1,7,2,4,2,33,2,3,1,20001,AND
2,2,1,3,1,3,2,4,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,9,4,1,7,1,10,7,5,2,1,1,2,4,1,45,1,4,1,20001,AND
1,2,1,4,1,2,3,4,4,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,10,6,1,4,4,4,4,1,4,1,1,2,4,1,42,2,4,1,20001,AND
1,1,1,2,2,3,2,4,1,2,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,9,3,1,8,5,10,10,5,5,2,1,3,4,1,50,2,4,1,20001,AND
2,2,1,4,2,3,4,5,3,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,9,6,1,10,3,10,8,2,2,1,5,4,4,2,30,2,4,1,20001,AND
1,1,1,4,1,1,3,4,4,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,2,1,6,8,10,7,1,7,1,10,4,4,2,51,7,3,1,20001,AND
2,1,1,4,3,3,3,4,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,10,1,1,9,5,10,10,3,5,1,8,2,3,1,68,6,1,1,20001,AND
1,2,1,4,1,2,3,3,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10,3,1,9,5,5,5,2,7,1,1,2,3,2,33,2,-2,1,20001,AND
1,1,1,3,1,2,3,4,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,10,7,1,9,9,9,9,3,9,2,7,2,4,1,47,3,3,1,20001,AND
1,1,1,1,1,4,2,4,2,2,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,8,4,1,7,4,4,5,2,2,1,5,2,4,2,58,1,4,1,20001,AND
2,2,1,2,1,3,3,5,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,10,4,1,4,7,10,10,3,6,2,7,4,4,2,46,6,3,1,20001,AND
2,2,2,3,2,3,3,5,5,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,9,8,1,5,7,9,9,5,9,1,6,2,4,1,58,1,4,1,20001,AND
1,1,1,2,2,3,3,4,1,1,2,3,2,-2,0,0,0,0,0,0,0,0,0,0,0,8,5,1,10,6,10,10,6,5,2,10,2,2,2,41,5,3,1,20001,AND
1,1,1,2,1,3,2,5,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,10,3,3,8,5,10,10,5,5,2,7,4,4,1,56,1,4,1,20001,AND
1,2,1,4,2,2,3,2,4,2,1,2,2,7,1,0,0,0,0,0,0,0,0,0,1,9,8,1,2,2,5,5,1,1,1,5,2,3,2,30,2,3,1,20001,AND
2,2,2,3,2,4,4,5,4,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,9,9,1,4,2,2,5,1,5,1,1,4,4,2,62,3,3,1,20001,AND
1,2,2,2,2,2,4,1,5,4,1,4,4,5,0,2,2,0,0,0,0,0,0,0,0,1,10,1,5,9,10,10,6,3,1,2,4,4,1,41,1,4,1,20001,AND
1,2,2,4,2,2,3,4,2,3,1,-2,2,1,2,0,0,0,0,0,0,0,0,0,0,6,10,1,10,10,10,10,1,10,1,1,4,4,2,39,5,3,9,20001,AND
1,1,1,3,1,4,3,4,2,2,3,3,-2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,10,10,10,10,1,10,1,10,1,4,1,47,3,4,1,20001,AND
1,3,2,1,1,4,4,4,1,4,3,4,1,1,0,0,0,0,0,0,0,0,0,1,0,10,1,5,10,10,10,10,10,10,1,1,1,4,1,71,2,3,0,20001,AND
1,1,4,4,4,2,4,5,5,2,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,8,8,1,5,5,7,5,1,2,1,1,1,4,2,79,0,4,1,20001,AND
1,1,2,2,2,4,4,5,5,2,1,2,1,5,0,0,2,0,0,0,0,0,0,0,0,7,6,6,10,10,10,10,7,10,1,1,4,4,1,34,6,3,0,20001,AND
1,2,2,3,2,3,4,4,3,1,1,3,2,5,1,2,1,1,1,1,1,0,0,0,0,6,8,5,5,10,10,1,4,7,1,1,1,4,1,50,3,3,1,20001,AND
1,2,1,1,1,2,2,5,1,1,2,4,3,1,2,2,2,0,0,0,0,2,0,0,0,9,4,1,10,10,10,10,10,10,1,5,1,1,2,62,1,2,1,20001,AND
1,2,2,4,4,4,4,5,1,2,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,7,10,1,10,10,10,10,1,10,1,1,1,4,1,60,1,3,0,20001,AND
1,4,1,4,4,4,1,4,4,1,2,2,-2,9,0,0,0,0,0,2,0,2,0,0,0,8,1,1,10,10,10,5,10,10,1,10,1,4,2,90,3,1,2,20001,AND
1,2,2,2,1,3,4,2,3,2,2,4,2,5,2,2,0,0,0,0,2,0,0,0,0,8,8,1,10,8,10,10,1,4,1,5,2,4,1,44,1,3,1,20001,AND
2,4,1,4,1,2,4,5,1,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,8,5,1,10,1,10,1,1,1,1,10,1,1,2,50,5,4,1,20001,AND
1,3,2,4,2,4,4,5,1,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,10,1,8,1,10,10,1,5,1,1,4,4,2,34,3,4,1,20001,AND
1,1,1,4,1,1,4,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,10,10,1,10,1,4,1,2,2,1,1,1,4,2,69,3,3,1,20001,AND
1,1,1,2,2,4,4,5,4,3,1,3,3,3,0,2,1,0,0,0,0,0,0,0,0,3,2,2,10,10,10,10,10,10,1,1,4,4,1,30,4,4,0,20001,AND
2,2,1,4,2,1,4,4,4,2,2,3,2,2,1,2,0,0,0,0,0,0,0,0,0,1,3,1,6,1,5,10,1,10,1,5,1,4,1,33,3,4,1,20001,AND
1,2,3,4,2,3,4,4,4,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,10,1,2,10,1,1,1,1,4,4,2,65,1,5,1,20001,AND
1,2,1,3,1,3,4,1,4,2,3,3,2,9,1,0,0,0,0,0,0,0,0,0,0,10,9,1,1,1,1,10,1,5,-2,5,4,4,1,61,1,2,1,20001,AND
1,1,1,3,1,2,4,5,5,3,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,10,10,1,10,10,10,10,1,10,1,1,1,4,2,59,6,3,1,20001,AND
1,2,1,2,2,3,4,4,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,7,9,8,9,10,4,9,1,2,4,4,1,33,7,3,1,20001,AND
1,3,2,1,1,4,4,4,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,10,1,10,10,10,10,5,10,1,1,1,3,1,50,3,3,0,20001,AND
1,2,1,3,1,3,4,5,5,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,10,7,1,10,10,10,10,10,10,1,1,4,4,2,39,6,2,1,20001,AND
1,3,1,4,1,1,4,5,1,4,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,10,10,1,7,1,1,10,1,1,1,1,4,4,2,48,1,5,1,20001,AND
1,1,1,4,1,1,4,5,1,3,2,3,1,10,1,1,0,0,0,0,0,0,0,0,0,9,9,1,10,1,10,10,1,10,1,1,1,4,1,36,6,4,1,20001,AND
1,2,2,3,1,3,3,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,1,1,10,7,7,10,6,10,1,3,1,4,1,71,3,3,0,20001,AND
1,1,1,4,1,4,3,4,2,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,5,10,10,1,10,1,1,1,4,1,47,1,2,1,20001,AND
1,1,1,3,2,4,4,5,5,4,1,3,-2,3,1,0,0,0,0,0,0,0,0,0,0,10,8,1,10,10,10,10,8,10,1,6,4,4,2,39,6,3,1,20001,AND
1,1,1,4,1,3,2,3,4,3,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,7,6,4,6,4,7,10,1,3,1,1,2,4,1,65,2,4,0,20001,AND
1,2,1,2,2,3,3,4,3,1,1,1,1,5,0,0,0,0,0,0,1,2,0,0,0,2,8,1,10,10,10,10,5,10,1,1,2,4,1,39,7,3,1,20001,AND
1,1,1,1,1,2,4,5,3,1,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,9,5,1,7,7,7,9,1,5,1,5,4,1,2,42,5,2,1,20001,AND
1,1,1,3,4,2,4,5,5,1,1,1,2,2,1,2,2,0,0,0,2,0,0,0,0,9,10,1,10,4,10,10,4,4,1,1,3,4,1,39,5,4,1,20001,AND
1,1,1,4,1,4,4,5,3,3,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,6,10,1,10,6,6,10,1,10,1,7,1,4,1,43,7,3,0,20001,AND
1,1,1,1,1,3,3,2,1,1,1,3,2,5,0,0,2,0,0,0,0,0,0,0,0,7,8,1,10,2,7,-2,1,1,1,1,1,4,2,40,6,3,1,20004,AND
1,3,1,2,2,2,-2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,2,0,0,0,10,8,1,7,10,10,10,1,8,1,1,1,4,1,23,5,3,5,20005,AND
1,1,1,2,2,2,3,3,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,10,9,1,7,9,10,10,1,8,1,1,1,4,1,20,5,2,1,20001,AND
1,2,1,2,1,2,4,5,3,2,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,6,5,2,10,5,9,9,5,6,1,1,1,3,1,59,7,3,1,20001,AND
1,1,2,2,1,3,4,2,4,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,10,7,1,10,3,10,6,3,10,1,1,2,2,1,65,3,3,1,20001,AND
1,1,1,3,1,4,4,5,4,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,6,7,1,10,10,10,10,1,6,1,8,3,3,2,37,2,4,1,20001,AND
1,1,2,3,1,1,4,3,4,2,1,2,2,8,0,0,0,0,0,0,0,0,0,0,0,6,7,1,10,1,10,6,3,10,1,5,2,2,2,53,6,3,1,20001,AND
1,1,3,4,1,3,4,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,7,8,1,10,10,10,10,2,10,1,1,1,2,2,56,7,3,1,20001,AND
1,2,2,2,1,1,4,4,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,9,1,10,6,10,10,1,10,1,1,3,3,2,39,6,3,9,20001,AND
1,2,2,2,1,4,4,-2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,8,3,1,8,7,10,7,10,7,1,3,3,3,1,74,6,2,1,20001,AND
1,1,2,2,1,1,3,-2,1,2,2,2,2,5,0,0,0,0,1,1,2,0,0,0,0,6,5,1,6,6,6,6,6,6,1,1,2,3,1,69,6,2,1,20001,AND
1,2,2,3,1,4,4,4,3,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,7,10,5,5,5,5,5,4,1,1,2,3,1,58,4,4,0,20001,AND
1,2,2,3,1,2,3,5,1,2,2,2,-2,8,0,0,0,0,0,0,0,0,0,0,0,10,8,2,9,7,7,8,2,7,1,1,2,4,2,78,1,4,1,20001,AND
1,1,1,2,1,3,4,5,4,2,2,2,2,6,0,1,0,1,0,0,0,0,0,0,0,6,6,1,10,8,10,10,10,10,1,1,2,4,2,41,7,4,0,20001,AND
2,3,2,4,1,2,3,-2,1,4,3,1,2,3,0,0,0,0,0,0,0,2,0,0,0,10,8,1,7,1,1,1,1,1,1,1,4,4,2,66,1,1,0,20001,AND
1,2,2,3,2,1,3,-2,4,2,1,1,-2,1,2,0,0,0,0,0,0,2,0,0,0,7,10,1,6,3,8,6,3,1,1,2,1,3,1,47,7,2,1,20001,AND
1,1,3,4,2,3,4,4,4,3,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,7,1,1,7,8,8,10,8,8,1,10,3,4,1,24,6,3,0,20001,AND
1,2,3,4,2,2,3,1,1,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,7,4,2,6,2,6,9,2,2,1,1,2,3,1,64,1,4,1,20001,AND
1,3,2,3,1,4,4,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,7,8,1,10,10,10,5,1,10,1,1,2,4,2,32,3,4,1,20001,AND
1,3,1,4,1,2,3,3,1,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,1,8,8,8,9,5,1,8,1,2,4,2,68,1,3,1,20001,AND
1,3,2,3,2,2,4,2,4,2,2,2,3,3,0,0,0,0,0,0,1,1,0,0,0,7,6,2,10,8,10,10,1,7,1,1,4,4,2,26,5,4,5,20001,AND
1,2,1,2,1,1,3,1,2,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,5,7,1,1,1,1,1,1,1,1,1,4,4,1,59,2,4,5,20005,AND
1,2,1,3,1,4,4,5,1,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,10,5,10,7,7,7,8,8,8,1,1,4,4,2,34,3,4,1,20001,AND
1,1,1,3,2,2,4,4,4,2,1,2,1,7,1,2,0,0,0,0,0,2,0,0,0,4,5,1,6,5,5,6,5,10,1,1,3,4,2,73,1,4,1,20001,AND
1,2,1,3,2,4,4,5,4,2,2,2,2,2,0,1,2,0,0,0,2,0,0,0,0,9,2,2,8,9,9,9,9,1,2,1,2,2,1,70,1,3,0,20001,AND
1,4,1,4,1,4,4,3,4,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,5,8,8,10,10,10,10,10,10,5,8,4,4,2,51,1,4,7,20001,AND
1,3,3,4,1,2,3,4,4,4,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,8,5,3,10,5,10,10,1,10,1,10,3,3,2,63,1,5,1,20001,AND
2,2,1,2,2,3,4,5,4,2,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,10,10,10,5,10,1,6,1,1,1,49,3,3,0,20001,AND
1,1,1,2,2,4,4,5,5,2,1,1,2,3,0,0,0,0,0,0,0,2,0,0,0,7,1,4,10,10,10,10,7,8,1,5,3,3,2,25,7,2,0,20001,AND
1,2,1,4,1,1,4,2,3,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,6,1,8,3,8,5,1,5,1,2,1,1,2,66,1,4,1,20001,AND
3,2,2,1,2,4,3,4,4,3,2,2,2,5,0,0,0,0,0,2,0,0,0,0,0,6,6,2,-2,2,1,4,4,9,1,10,3,4,1,49,6,3,0,20001,AND
1,2,1,2,2,3,4,5,4,3,2,3,3,7,0,0,0,0,0,0,0,0,0,0,0,5,9,1,10,10,10,10,10,10,1,1,4,4,2,53,3,4,1,20001,AND
1,2,3,2,4,1,4,2,1,4,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,2,9,1,5,5,5,10,1,10,1,1,4,1,1,77,1,4,0,20001,AND
1,1,2,2,2,3,4,5,5,3,1,2,3,3,1,2,2,0,2,0,0,1,1,0,0,4,3,1,5,10,10,10,7,10,1,1,2,3,1,46,5,2,1,20001,AND
1,1,1,4,2,2,4,5,4,1,1,3,2,3,1,2,0,0,0,0,0,0,0,0,0,8,7,1,10,5,10,10,5,5,1,1,4,4,2,67,5,3,1,20001,AND
1,1,1,3,1,3,4,4,4,2,1,2,2,6,0,0,2,2,0,0,0,0,0,0,0,7,4,1,10,6,10,10,5,5,1,6,4,4,2,40,6,3,1,20001,AND
1,2,2,3,2,3,4,5,5,2,1,3,1,5,0,0,0,0,0,0,0,1,0,0,0,10,10,3,10,10,10,10,5,9,1,7,4,4,2,31,5,2,1,20001,AND
1,1,1,4,1,3,4,5,1,3,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,10,10,1,10,10,10,1,1,10,1,10,1,4,2,22,6,3,1,20001,AND
1,1,1,4,1,1,4,5,5,3,3,4,2,6,0,0,0,0,0,0,0,0,0,0,0,10,10,1,1,1,5,10,1,1,1,5,1,4,2,45,3,4,1,20002,AND
1,2,1,4,1,2,4,5,5,4,1,4,2,8,1,2,1,0,0,0,0,0,0,0,0,5,10,1,10,10,10,10,4,4,1,1,4,4,2,33,7,2,1,20001,AND
1,1,1,1,1,2,4,5,5,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,10,10,1,10,10,10,10,10,10,1,1,4,4,2,55,3,3,1,20001,AND
1,1,2,4,2,4,4,4,4,2,2,3,2,10,0,0,0,0,0,0,0,0,0,0,0,10,10,1,10,10,10,10,5,10,1,5,3,4,2,62,4,3,1,20001,AND
1,2,2,3,2,3,4,5,5,2,1,2,2,5,0,0,1,0,0,0,0,0,0,0,0,10,10,1,10,10,10,10,10,10,1,8,3,4,2,41,3,3,1,20001,AND
1,1,1,3,1,4,4,5,4,2,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,6,1,1,10,9,10,10,5,10,1,10,2,4,1,27,5,2,0,20001,AND
1,1,1,2,1,1,4,5,5,3,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,10,9,7,1,1,1,1,1,1,1,1,1,4,2,24,6,4,1,20001,AND
1,1,1,2,3,3,4,5,2,2,1,2,2,3,0,2,0,0,0,2,2,0,0,0,0,10,7,1,8,5,8,8,5,7,1,2,4,4,1,67,8,2,1,20001,AND
1,1,1,2,1,1,4,5,5,4,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,6,10,1,5,5,5,10,10,5,1,5,4,4,2,41,3,3,1,20001,AND
1,1,1,2,1,3,4,5,3,3,2,3,1,1,0,2,0,0,2,0,0,0,0,0,0,10,10,1,10,10,10,10,5,1,1,1,4,4,1,24,6,2,1,20001,AND
1,2,2,3,1,3,4,5,4,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,10,10,10,10,10,10,1,6,1,4,2,46,3,2,0,20001,AND
1,2,2,4,2,4,4,5,1,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,7,5,1,10,5,5,10,1,1,1,1,1,1,1,37,3,3,1,20001,AND
1,1,1,1,1,2,4,5,5,4,1,1,1,10,0,2,0,0,0,1,0,0,1,0,0,8,10,1,10,5,1,5,1,10,1,1,4,4,1,52,2,2,1,20001,AND
1,1,1,4,1,1,4,1,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,4,10,10,10,1,1,10,1,10,4,4,1,51,1,3,1,20001,AND
1,1,1,4,2,4,4,5,4,3,1,4,2,10,0,0,0,0,0,0,0,0,0,0,0,9,1,1,10,10,10,10,10,10,1,10,4,4,2,24,3,3,0,20001,AND
1,3,3,4,1,4,4,5,5,4,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,8,10,10,1,10,1,10,4,4,2,26,2,4,0,20001,AND
1,1,1,2,1,2,4,3,3,3,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,10,10,1,1,1,10,1,1,5,1,6,1,4,2,21,5,3,1,20001,AND
1,2,2,3,2,2,3,5,1,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,10,10,1,8,7,10,10,2,2,1,1,1,4,2,44,3,2,1,20001,AND
1,1,2,3,2,-2,4,5,3,3,2,3,1,4,0,2,2,0,0,0,0,0,0,0,0,4,9,1,10,10,10,10,1,5,1,1,1,4,1,28,4,3,0,20001,AND
1,1,4,4,2,4,3,5,1,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,5,10,1,1,10,1,10,1,1,2,70,1,2,1,20001,AND
2,2,2,4,1,3,4,1,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,1,5,5,5,5,5,5,1,1,4,4,1,49,4,4,1,20002,AND
1,2,1,3,1,2,3,4,3,3,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,5,7,5,7,10,10,10,1,10,1,6,1,2,1,59,1,3,1,20001,AND
1,2,1,3,3,4,-2,5,5,3,2,3,3,4,0,1,0,0,0,0,0,0,0,0,0,10,1,1,10,10,10,10,10,10,1,6,2,3,1,37,2,2,0,20001,AND
1,2,1,2,1,4,4,5,4,3,2,2,1,4,0,0,1,0,0,1,0,2,0,2,1,9,2,3,10,8,10,10,8,10,1,5,2,4,2,18,5,3,0,20001,AND
2,3,1,4,4,4,4,5,1,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,10,5,1,9,6,9,9,5,5,3,9,2,3,1,62,2,4,1,20001,AND
1,1,1,4,1,4,3,3,5,1,1,4,2,8,0,0,0,0,0,0,0,0,0,0,1,10,9,1,1,1,5,3,1,1,1,3,2,4,2,49,1,4,1,20001,AND
1,2,1,4,3,2,4,2,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,8,8,1,9,3,10,9,2,2,1,5,2,4,2,61,2,3,1,20001,AND
1,1,1,3,1,1,2,4,1,3,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,10,3,1,10,10,10,10,6,6,1,10,4,4,1,58,6,3,1,20001,AND
1,1,1,3,1,3,3,5,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,7,8,1,2,7,10,6,2,2,1,5,2,3,1,42,6,2,1,20001,AND
1,2,1,3,1,2,2,4,3,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,9,6,1,2,2,5,5,2,2,1,5,4,4,2,47,2,4,1,20001,AND
1,1,1,4,1,4,3,5,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,8,3,1,7,5,9,6,3,2,1,6,2,4,1,57,6,-2,1,20001,AND
1,2,2,4,2,3,3,4,4,4,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,9,3,8,6,6,10,6,8,1,1,4,4,2,41,5,3,1,20001,AND
1,2,2,4,2,4,4,4,5,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,3,7,4,7,10,1,5,1,1,4,4,1,47,2,4,0,20001,AND
1,1,1,3,1,4,3,4,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,8,9,1,7,4,6,7,1,7,1,1,2,4,1,37,2,4,0,20001,AND
1,1,1,2,2,4,1,4,4,2,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,6,9,1,10,4,10,10,1,10,1,10,1,4,1,41,5,3,1,20001,AND
1,1,1,1,1,4,4,4,5,2,1,2,2,-2,0,0,0,0,0,0,2,0,0,0,0,5,5,2,10,8,10,10,5,10,1,1,1,4,1,28,7,2,1,20001,AND
1,2,1,4,4,1,4,3,3,3,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,8,9,1,10,1,1,4,1,1,1,1,3,4,2,54,1,3,1,20001,AND
1,1,1,4,2,3,3,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,7,6,1,10,6,10,10,1,6,1,1,1,4,2,40,6,3,1,20001,AND
1,1,1,3,1,3,3,4,4,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,8,-2,1,10,10,10,10,1,7,1,1,1,4,2,68,1,3,1,20001,AND
1,1,1,3,1,3,3,4,2,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,9,9,1,10,4,7,10,1,7,1,4,1,4,1,33,5,4,1,20001,AND
2,2,2,4,2,4,3,3,4,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,9,8,2,6,4,7,9,1,4,1,1,4,4,1,52,1,4,1,20001,AND
1,1,1,2,1,4,3,4,2,2,1,2,3,2,0,0,0,0,0,0,2,0,0,0,0,6,3,1,10,10,10,10,7,8,1,8,3,3,2,57,6,3,0,20001,AND
1,1,1,2,1,2,3,4,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,8,8,1,5,1,4,4,1,2,1,1,1,4,2,58,7,3,1,20001,AND
1,1,2,3,1,3,4,2,2,3,1,3,1,6,0,2,0,0,0,0,0,0,0,0,0,7,9,1,10,4,6,10,2,6,1,3,1,4,1,20,6,3,1,20001,AND
1,1,1,1,1,3,3,4,4,1,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,6,8,1,8,6,10,10,1,7,1,1,1,4,2,32,6,3,1,20999,AND
