Q1,Q2,Q3,Q4,Q5,Q6,Q29,Q37,Q41,Q59,Q60,Q63,Q75,Q90,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q159,Q160,Q178,Q182,Q184,Q185,Q186,Q187,Q188,Q189,Q195,Q196,Q197,Q260,Q262,Q275,Q287,Q289,Q290,B_COUNTRY_ALPHA
1,2,2,2,2,3,3,4,4,3,2,3,2,7,0,0,0,0,0,0,2,0,0,0,0,6,7,2,9,2,5,10,1,5,1,5,2,3,2,53,4,2,0,36001,AUS
1,2,1,2,2,4,4,4,4,2,1,2,1,8,0,0,0,0,0,0,1,0,0,0,0,9,1,1,10,8,8,10,3,7,1,1,2,4,2,51,8,2,0,36002,AUS
1,1,1,3,1,4,4,3,4,2,1,2,2,3,0,0,0,0,1,0,0,0,0,0,0,7,4,2,10,5,10,10,5,5,-2,10,2,3,2,28,3,4,0,36001,AUS
1,2,1,2,1,2,3,3,3,2,2,3,1,6,1,0,1,0,1,0,2,0,0,0,0,8,3,2,5,9,7,9,1,1,1,3,1,2,1,57,7,2,5,36005,AUS
1,1,1,3,4,3,3,3,3,1,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,5,5,1,4,8,8,8,2,5,1,9,2,3,2,72,2,4,0,36001,AUS
1,2,1,3,2,3,3,5,4,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,7,2,2,10,9,9,10,4,8,1,3,3,3,2,57,4,2,0,36002,AUS
1,2,1,3,1,4,4,5,4,2,1,2,2,7,0,0,0,0,0,0,0,0,0,0,0,6,1,1,8,8,8,8,1,8,1,8,1,3,2,48,6,3,0,36001,AUS
1,1,2,2,2,3,4,3,2,2,1,2,1,5,1,0,0,0,0,0,1,0,0,0,0,10,1,1,10,4,7,8,1,5,1,1,1,3,1,22,6,2,1,36001,AUS
1,1,2,3,1,4,3,4,4,2,2,2,3,5,0,2,2,0,0,0,0,0,0,0,0,10,3,3,10,9,10,10,1,5,10,1,2,2,1,37,-2,4,0,36001,AUS
1,2,2,1,1,3,3,2,1,2,1,3,2,5,0,2,1,0,2,1,1,2,2,2,0,10,9,1,10,9,10,10,9,10,1,10,2,2,1,78,4,2,1,36005,AUS
1,1,1,1,1,1,4,4,4,2,2,2,1,5,2,0,1,0,1,2,0,2,0,2,0,3,7,1,5,5,5,5,5,5,1,5,2,3,2,62,6,3,8,36001,AUS
1,2,1,2,4,4,4,5,5,2,2,2,3,4,0,0,2,0,0,0,0,0,0,0,0,5,1,7,10,9,9,7,6,7,1,7,1,3,2,69,3,3,0,36001,AUS
1,2,1,2,2,4,4,5,4,2,2,1,2,7,0,0,0,0,0,1,2,0,0,0,0,10,1,1,10,10,10,10,1,10,1,1,3,4,1,62,6,4,0,36002,AUS
1,1,2,2,4,1,4,5,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,0,0,7,3,1,8,8,5,8,2,1,1,1,4,4,2,75,3,3,1,36001,AUS
1,2,2,4,2,4,3,5,4,2,2,3,3,1,0,1,0,0,0,0,0,0,0,0,0,9,1,6,5,10,10,5,10,10,1,5,2,2,2,55,2,3,0,36001,AUS
1,1,1,3,2,3,2,2,4,3,2,2,2,6,0,0,0,1,0,0,0,0,0,0,0,10,3,9,1,8,8,1,3,5,5,5,1,3,2,33,6,4,7,36004,AUS
1,1,2,3,2,1,4,4,4,2,1,2,2,7,2,0,0,0,1,0,0,0,0,0,0,10,1,1,10,6,7,6,1,7,1,1,2,2,2,71,2,3,8,36001,AUS
1,2,2,2,2,2,2,3,4,3,2,3,2,4,2,0,0,0,0,0,2,0,0,0,0,5,7,3,1,5,3,4,4,5,1,7,2,2,2,35,6,3,1,36007,AUS
1,2,2,3,3,1,3,2,4,1,1,1,1,3,2,2,0,0,0,1,0,2,0,0,0,9,9,3,6,1,6,6,1,1,1,1,2,4,1,76,6,4,1,36001,AUS
1,1,1,2,1,4,4,5,5,2,2,2,2,3,0,2,0,0,0,0,2,1,0,0,0,7,1,5,10,10,10,10,9,10,1,1,3,4,2,38,6,3,0,36001,AUS
1,1,1,-2,-2,-2,4,5,5,3,2,2,2,10,0,0,0,1,0,0,0,0,0,0,0,10,1,1,10,5,10,10,1,1,1,1,1,4,1,66,6,2,8,36001,AUS
1,2,2,2,2,4,2,4,2,2,1,4,4,3,0,0,0,0,2,0,0,0,0,2,0,8,2,4,5,7,7,8,6,9,1,7,1,2,1,67,3,2,0,36001,AUS
1,2,1,2,2,4,4,5,5,2,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,10,10,10,10,5,9,1,8,2,4,2,40,4,3,0,36001,AUS
1,2,2,2,1,3,3,4,2,2,1,2,1,6,0,0,0,0,0,0,1,1,0,0,0,6,2,3,9,6,9,7,4,-2,2,2,2,4,2,43,7,3,0,36001,AUS
1,2,2,3,2,4,4,4,5,2,1,1,2,5,1,1,1,1,0,0,2,2,0,0,0,7,5,4,10,10,10,10,1,10,1,1,1,3,2,29,6,3,1,36001,AUS
1,1,2,4,2,4,4,5,1,4,3,4,4,6,0,2,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,1,1,1,75,1,4,0,36001,AUS
1,2,2,1,2,1,3,4,5,2,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,7,7,5,5,5,5,5,5,5,1,1,3,4,2,33,6,3,8,36002,AUS
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,AUS
1,1,2,1,1,3,4,4,3,2,2,2,3,6,0,2,1,0,0,0,0,2,0,0,0,10,1,1,8,7,7,7,1,6,1,3,1,3,1,80,3,2,0,36001,AUS
1,1,2,3,4,4,3,4,4,2,1,2,2,3,0,2,0,0,0,0,0,0,0,0,0,5,3,1,5,8,10,8,1,8,1,8,2,2,1,68,2,4,0,36002,AUS
1,1,1,2,2,2,3,5,5,2,1,3,1,3,2,2,2,0,0,0,0,0,0,0,0,9,8,2,10,5,8,5,5,9,1,7,1,3,2,33,4,4,1,36001,AUS
1,2,3,3,1,4,4,4,4,2,2,2,3,5,0,1,1,0,0,1,0,0,0,0,0,5,1,3,10,6,10,10,6,6,1,6,2,3,2,60,4,2,0,36001,AUS
3,2,1,2,2,3,2,4,3,2,2,3,2,7,1,0,0,0,0,0,1,0,0,0,0,10,1,1,5,6,3,10,5,10,1,7,3,4,1,45,6,3,3,36002,AUS
1,2,2,2,4,4,4,5,2,2,2,2,2,3,0,0,2,1,0,0,1,0,0,0,0,10,1,1,5,8,8,5,2,9,1,8,3,4,1,69,6,2,0,36001,AUS
1,1,1,2,4,3,3,5,5,2,1,1,1,4,1,1,2,0,0,0,2,2,0,2,0,8,1,1,10,10,10,10,1,10,1,4,1,4,1,77,7,2,0,36001,AUS
1,1,2,2,2,2,2,4,4,1,1,2,2,7,1,2,2,2,0,0,0,1,0,0,0,9,5,1,1,5,5,5,1,1,1,5,3,3,1,47,4,4,8,36001,AUS
1,2,2,2,2,4,4,5,5,2,2,2,1,5,0,0,1,0,0,0,0,0,0,0,0,8,6,3,10,10,10,10,6,9,1,1,2,4,2,42,8,2,0,36001,AUS
1,2,1,3,1,4,3,5,4,3,2,3,2,6,0,1,2,0,0,0,0,0,0,0,0,4,1,1,6,10,10,10,1,7,1,8,2,4,2,37,4,3,0,36001,AUS
1,2,2,2,3,4,4,4,4,2,2,2,2,6,0,2,0,0,1,1,-2,0,0,0,0,7,2,2,9,7,8,8,10,9,1,2,2,3,1,60,4,2,0,36001,AUS
1,2,2,3,2,4,4,4,4,2,2,2,2,3,1,2,0,0,0,0,0,0,0,0,0,8,1,3,10,8,10,10,8,10,1,6,2,4,1,43,6,2,1,36001,AUS
1,1,1,2,1,3,1,2,3,1,1,1,-2,5,0,0,0,0,0,0,0,-2,0,0,0,10,6,1,10,5,10,10,1,10,1,3,1,1,2,85,4,2,1,36001,AUS
1,1,2,2,2,4,4,3,5,3,2,2,2,5,0,0,0,0,0,1,0,0,0,0,0,8,6,1,10,9,10,10,5,10,1,10,1,2,2,55,4,4,0,36001,AUS
1,3,2,3,4,4,2,3,4,2,2,2,3,6,0,0,2,1,0,0,1,0,0,0,0,3,3,2,5,5,6,6,6,6,1,5,1,3,1,67,4,3,0,36001,AUS
1,1,1,2,1,4,4,5,4,2,1,2,2,8,0,0,0,0,0,2,0,0,2,0,0,5,1,1,10,9,10,10,6,10,1,1,3,4,1,64,4,2,0,36001,AUS
1,1,1,3,2,3,4,5,3,2,1,2,2,4,1,2,2,0,0,0,1,0,0,0,0,6,4,5,10,10,10,10,10,10,1,5,2,4,2,43,7,2,0,36001,AUS
1,1,2,2,1,4,3,4,3,2,1,2,2,3,0,2,0,0,0,0,0,0,0,0,0,8,1,2,10,10,10,10,3,5,1,1,2,3,1,58,6,3,0,36001,AUS
1,1,1,3,2,3,3,3,3,2,2,3,2,-2,0,2,0,0,0,0,0,0,0,0,0,9,3,4,10,8,10,10,7,10,1,10,1,3,2,29,4,4,0,36001,AUS
1,1,1,1,4,4,2,1,2,2,2,2,2,1,0,1,0,0,0,0,0,1,2,0,0,4,8,1,8,10,10,10,10,10,1,10,1,2,1,67,6,2,0,36001,AUS
1,1,1,3,2,4,4,5,4,2,2,2,3,5,0,1,1,0,0,0,0,0,0,0,0,6,1,3,10,9,10,10,1,10,1,8,1,3,2,50,7,2,9,36004,AUS
1,2,2,3,1,1,4,5,4,2,1,2,2,7,0,0,0,0,0,1,1,0,1,0,0,8,4,1,5,4,5,1,1,4,1,5,1,3,2,30,6,4,6,36003,AUS
1,2,2,2,1,3,3,4,3,2,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,5,9,9,3,4,1,6,2,3,1,36,4,4,8,36002,AUS
1,2,1,2,2,4,3,4,4,2,2,2,2,6,0,2,0,0,0,0,0,0,0,0,0,9,1,2,9,9,10,10,8,8,1,1,3,3,1,51,3,2,8,36001,AUS
1,1,1,2,2,2,3,2,5,3,2,2,1,5,0,2,0,1,0,0,0,0,0,0,0,2,6,5,10,10,10,10,7,-2,1,6,3,3,1,32,4,4,0,36001,AUS
1,1,2,2,2,3,2,3,3,2,2,2,2,6,0,1,0,0,0,0,0,0,0,0,0,7,4,1,1,1,5,5,5,5,1,1,2,3,1,75,4,4,0,36001,AUS
1,1,2,2,2,4,4,4,2,2,1,2,2,6,0,0,2,1,0,2,0,0,0,-2,0,9,1,1,10,10,10,10,8,2,1,1,1,3,1,83,4,4,0,36002,AUS
1,1,1,2,2,2,3,4,3,2,1,2,1,6,1,2,0,0,0,0,0,2,0,0,0,10,1,1,4,5,7,9,3,9,1,7,1,1,1,65,4,4,8,36001,AUS
1,2,2,2,1,2,3,5,5,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,8,1,7,10,6,6,8,6,6,1,10,1,3,1,55,3,2,2,36001,AUS
1,2,1,3,2,3,3,5,4,2,2,2,2,1,0,2,0,0,0,1,0,1,0,0,0,7,2,2,5,5,7,7,2,2,1,5,1,3,2,76,4,3,0,36004,AUS
1,1,1,2,1,4,2,4,3,2,1,2,2,7,0,1,0,0,0,0,0,0,0,0,0,9,1,4,1,8,8,8,3,9,1,9,1,2,1,65,-2,4,0,36001,AUS
1,1,2,4,2,2,3,4,2,1,1,2,3,4,0,2,0,0,0,0,0,0,0,0,0,10,8,1,3,1,10,8,1,10,1,1,1,2,1,91,-2,4,8,36001,AUS
1,2,-2,-2,1,3,1,5,2,1,1,1,2,5,1,1,0,0,1,1,0,0,0,0,2,6,9,2,1,1,5,4,1,1,1,1,3,1,2,80,3,4,8,36001,AUS
1,2,3,4,2,1,3,4,5,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,8,5,1,1,1,1,1,1,1,1,1,2,3,2,50,6,3,2,36004,AUS
1,1,1,3,1,3,3,5,3,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,8,1,5,5,10,10,7,5,1,5,1,3,2,39,6,3,7,36004,AUS
1,1,2,3,2,2,4,3,3,2,2,2,2,5,1,1,1,0,0,0,0,0,0,0,1,6,5,1,10,8,10,8,2,7,1,4,1,2,2,55,3,3,8,36001,AUS
1,1,2,2,2,1,3,5,4,2,2,2,4,5,2,1,1,0,0,0,1,0,0,0,1,5,8,4,5,3,9,9,5,1,1,6,2,3,2,45,4,3,9,36001,AUS
1,-2,-2,-2,-2,-2,4,4,1,2,2,3,4,6,2,0,0,0,0,0,0,0,-2,0,2,10,4,1,5,1,-2,1,1,1,1,1,1,1,2,71,3,4,0,36002,AUS
1,1,1,1,2,2,3,4,4,3,2,2,2,8,1,2,0,0,0,0,0,2,0,0,0,8,8,1,8,6,8,10,5,8,1,3,2,4,1,72,3,3,1,36001,AUS
1,2,1,2,2,4,4,5,4,2,2,2,2,4,0,0,2,2,0,1,2,0,0,0,0,6,1,7,10,10,10,10,10,10,1,1,2,4,1,45,6,2,0,36001,AUS
1,3,1,3,1,4,2,3,2,2,2,3,1,5,1,2,0,0,1,0,1,2,2,0,0,8,7,1,10,10,10,10,6,10,1,7,1,1,2,42,3,2,1,36001,AUS
1,1,2,2,1,3,3,4,4,2,1,2,3,3,0,2,1,0,0,0,1,0,0,0,0,5,2,2,5,8,8,8,3,7,1,2,1,3,1,74,4,2,0,36001,AUS
1,1,1,2,2,4,3,5,5,1,1,2,2,6,0,1,2,1,0,0,0,0,0,0,0,7,3,2,10,10,10,10,1,10,1,1,2,2,1,42,6,3,0,36001,AUS
1,1,2,1,1,3,4,2,4,1,1,1,1,6,0,0,2,0,0,2,1,2,0,0,0,8,1,4,10,10,10,10,9,9,1,1,2,3,2,47,7,3,0,36001,AUS
1,1,1,1,2,4,4,3,5,2,2,2,2,9,0,2,1,2,2,1,1,1,0,0,0,6,1,7,10,10,10,10,5,6,1,2,2,3,1,26,4,3,0,36001,AUS
1,2,2,3,2,4,3,4,4,2,2,3,2,7,0,0,1,0,0,1,1,1,0,0,0,10,1,1,10,10,10,10,6,8,1,4,2,4,1,63,8,2,5,36005,AUS
2,2,1,4,2,3,3,4,4,1,2,3,2,3,0,2,0,0,0,0,0,0,0,0,0,8,3,3,9,7,7,10,8,8,3,3,2,4,2,27,6,4,0,36004,AUS
1,2,2,2,2,4,4,4,4,1,1,2,2,4,0,2,1,0,2,2,0,2,0,0,0,5,3,6,10,10,10,10,10,10,1,1,4,4,1,42,6,2,0,36001,AUS
1,2,2,4,1,1,3,3,3,2,2,2,2,1,1,0,1,0,0,0,0,1,0,0,0,10,1,1,1,1,10,5,1,1,1,1,4,4,2,35,6,4,5,36999,AUS
1,1,1,3,2,1,4,5,5,2,1,2,2,4,2,0,0,1,0,0,2,0,0,0,0,8,3,1,10,4,8,10,2,3,1,1,3,4,2,32,6,2,1,36002,AUS
1,1,2,3,2,1,2,2,3,2,1,2,2,5,2,1,2,0,0,0,0,2,0,0,0,5,8,1,1,1,5,1,1,3,1,5,1,3,2,49,6,2,8,36001,AUS
1,2,3,4,2,3,3,4,4,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,9,5,1,6,1,5,5,1,1,1,7,3,3,1,60,3,4,0,36002,AUS
1,1,1,2,1,1,3,3,2,2,1,2,1,5,2,2,1,1,1,1,1,1,1,1,1,10,7,1,1,1,1,3,1,1,1,1,2,2,1,63,3,4,1,36002,AUS
1,1,1,3,3,3,3,4,4,2,1,3,1,4,0,0,1,0,0,0,1,0,0,0,0,8,4,4,8,6,8,8,5,8,1,7,3,3,1,58,6,3,0,36001,AUS
1,1,1,1,1,4,4,5,4,2,2,2,1,2,0,2,0,0,0,0,2,0,0,0,0,10,1,3,10,10,10,10,8,8,1,1,2,2,2,45,6,2,0,36001,AUS
1,1,1,4,4,2,4,3,5,2,2,2,2,4,1,0,2,1,0,0,0,1,0,0,0,10,7,1,10,10,10,10,10,10,1,5,3,4,2,32,6,3,1,36001,AUS
1,1,3,2,2,1,4,2,4,3,2,2,1,6,0,0,0,-2,0,0,0,0,0,0,0,10,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,50,2,5,0,36001,AUS
1,1,2,2,1,3,3,2,1,2,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,1,1,1,1,1,1,1,2,2,1,77,3,4,3,36002,AUS
1,1,1,1,2,4,4,4,4,2,1,2,2,5,0,2,2,0,0,2,0,1,0,0,0,6,1,1,8,8,8,5,8,8,1,1,2,4,-2,92,6,2,0,36002,AUS
1,1,2,3,1,1,3,3,3,2,1,2,2,6,2,2,0,0,0,0,1,1,0,0,0,10,5,1,6,1,6,6,6,1,1,1,1,3,1,82,6,2,1,36001,AUS
1,1,3,3,2,1,2,1,3,2,2,2,3,2,2,0,2,0,0,0,0,2,0,0,0,6,7,1,1,3,7,1,1,1,1,4,2,3,1,35,6,4,4,36001,AUS
1,1,1,2,2,3,4,5,5,2,1,2,2,3,1,2,2,0,0,0,1,0,1,0,0,6,2,4,10,8,10,10,1,8,1,1,1,2,1,66,6,2,1,36001,AUS
1,2,3,-2,-2,4,4,5,4,2,1,2,2,6,0,1,0,0,0,0,0,0,0,0,2,10,1,5,8,10,10,10,1,5,1,5,2,3,2,62,2,4,0,36001,AUS
1,1,1,1,1,4,4,5,3,2,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,4,6,1,10,8,6,6,6,10,1,10,1,3,1,19,3,3,0,36001,AUS
1,2,2,4,4,1,3,3,4,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,10,8,1,10,5,8,6,6,6,1,6,1,2,2,93,2,3,1,36001,AUS
1,1,1,2,3,4,4,4,3,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,10,10,10,7,10,1,8,2,3,1,58,3,4,0,36001,AUS
1,1,1,3,2,4,4,5,4,2,2,2,2,4,0,0,0,1,0,0,0,0,0,0,0,3,5,1,10,10,10,10,5,10,1,8,2,2,2,65,3,3,0,36001,AUS
1,2,2,3,3,4,4,4,3,3,2,2,3,6,1,2,0,0,0,0,2,0,0,0,2,8,2,4,10,7,7,10,2,8,1,1,2,3,2,53,4,2,1,36001,AUS
1,1,2,2,1,2,4,4,3,2,2,2,2,5,2,0,0,0,0,0,2,2,0,0,0,10,5,1,10,5,10,10,5,5,1,1,1,2,2,64,7,2,1,36003,AUS
2,1,2,1,4,3,4,5,4,2,1,2,2,4,0,0,0,1,0,0,1,0,0,0,0,10,2,1,8,9,10,8,7,10,1,4,1,2,2,76,6,2,0,36001,AUS
1,1,2,3,2,1,2,4,4,2,2,2,2,4,2,0,2,0,0,0,0,0,0,0,0,5,5,2,1,1,3,1,2,1,1,2,2,4,2,56,6,2,2,36001,AUS
1,1,2,2,2,2,3,4,2,2,2,2,2,4,1,2,0,0,0,1,0,1,0,2,0,6,6,1,10,2,10,5,1,1,10,1,1,3,2,68,-2,4,1,36001,AUS
1,1,2,2,2,3,4,5,4,2,2,2,2,6,0,0,1,0,0,0,0,2,0,0,0,8,3,1,10,10,10,10,1,10,1,1,2,4,2,61,4,4,0,36001,AUS
1,1,1,2,2,4,4,3,4,2,1,2,2,8,0,0,0,0,0,0,1,0,0,0,0,10,1,1,9,8,8,8,1,9,1,8,1,2,1,42,6,2,6,36003,AUS
1,2,2,4,2,3,4,3,3,2,2,2,2,5,0,0,0,1,0,0,1,0,0,1,0,10,2,7,7,7,7,3,3,8,8,8,2,4,2,40,6,2,0,36004,AUS
1,1,2,3,4,1,4,4,4,2,2,2,2,6,2,0,1,0,0,0,1,1,0,0,0,9,9,1,6,8,8,5,3,8,1,4,1,2,2,79,6,3,8,36001,AUS
1,1,1,2,4,4,3,5,3,2,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,9,10,10,7,7,1,1,1,3,2,68,6,2,0,36001,AUS
1,1,2,2,2,3,4,3,4,2,1,2,3,4,1,2,0,0,0,0,1,0,0,0,0,9,2,1,9,7,7,7,1,5,1,1,2,4,1,65,6,2,4,36001,AUS
1,1,2,1,1,3,2,4,4,2,2,3,3,10,1,0,0,0,0,0,0,0,0,0,0,10,1,1,-2,1,10,1,5,1,5,5,2,2,1,61,6,3,8,36002,AUS
2,1,1,3,1,4,4,5,4,2,2,2,2,2,0,2,2,0,0,0,2,1,0,0,0,10,1,1,10,10,10,10,8,9,1,3,1,3,2,43,8,2,0,36001,AUS
1,2,2,3,1,4,4,5,1,2,2,2,2,5,0,2,2,0,0,0,0,0,0,0,0,8,1,5,10,8,10,10,1,8,1,2,2,2,2,47,4,4,1,36001,AUS
1,2,2,2,2,3,3,4,4,3,2,3,1,5,1,2,1,1,1,0,2,0,0,0,0,5,2,1,1,1,5,5,1,5,1,5,2,4,2,39,6,2,3,36002,AUS
1,1,1,1,2,3,3,4,4,3,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10,10,10,10,5,10,1,5,2,4,1,29,6,2,0,36004,AUS
1,1,2,3,2,2,4,3,4,2,1,2,2,6,1,2,1,-2,-2,1,1,2,1,1,1,5,9,7,5,10,10,10,1,5,1,2,1,2,2,31,6,3,3,36005,AUS
2,1,2,2,2,4,3,4,3,2,1,2,3,3,0,0,0,1,0,0,0,0,0,0,0,6,2,1,10,10,10,10,1,10,1,2,1,4,1,62,4,3,1,36001,AUS
1,2,2,3,2,4,4,4,4,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,9,2,6,10,10,5,10,3,7,1,6,2,4,2,29,7,2,0,36001,AUS
2,2,1,1,2,2,4,5,4,2,2,2,2,6,0,0,0,0,2,0,0,2,0,0,0,6,7,2,10,10,10,10,9,10,1,9,1,1,2,39,3,3,2,36001,AUS
1,2,2,3,2,2,3,4,4,2,2,2,2,5,2,0,2,0,0,0,1,1,0,0,0,8,5,1,3,5,5,5,3,5,1,3,1,3,1,55,6,3,8,36001,AUS
1,2,2,3,2,3,4,4,3,2,2,2,2,4,0,0,0,0,0,0,1,0,0,0,0,2,2,2,10,10,10,10,3,3,1,1,2,3,2,39,7,3,0,36001,AUS
1,2,2,3,3,2,3,2,2,2,2,2,2,4,2,2,0,0,0,0,0,0,0,2,0,9,9,2,1,5,10,10,2,9,1,3,1,3,1,67,6,3,1,36001,AUS
1,1,2,1,4,4,4,5,5,2,1,2,2,5,0,2,0,1,0,0,0,0,0,2,0,7,1,2,10,10,10,10,9,9,1,1,3,3,1,61,6,3,0,36001,AUS
1,1,1,2,1,4,4,5,4,1,1,2,2,7,1,2,2,0,0,0,0,0,0,0,0,8,1,1,10,10,10,10,1,6,1,1,2,3,2,27,4,4,1,36001,AUS
1,2,2,2,1,3,4,4,3,2,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,8,2,1,10,10,10,10,1,8,1,8,1,2,2,38,4,2,0,36001,AUS
1,2,2,2,2,3,3,4,4,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,8,5,4,8,6,9,9,1,7,1,5,2,3,1,53,3,4,-2,36001,AUS
1,2,2,3,2,3,4,3,4,1,1,1,2,5,1,0,0,0,0,0,0,0,0,1,1,10,3,1,10,5,10,5,10,10,1,1,1,2,2,69,6,2,1,36001,AUS
1,3,3,1,1,3,4,4,4,2,2,2,2,10,1,0,0,0,0,0,0,2,0,0,0,8,3,1,5,9,10,10,1,10,1,10,2,4,2,80,4,4,1,36002,AUS
1,1,2,2,2,1,1,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,3,7,6,6,6,6,-2,1,3,1,1,3,2,60,3,4,1,36004,AUS
1,1,1,4,2,2,4,5,5,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,8,8,9,-2,7,7,7,7,6,6,6,3,3,2,48,3,2,3,36002,AUS
1,1,3,1,3,-2,4,3,4,2,1,3,2,-2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,-2,5,5,5,5,3,4,2,57,3,2,0,36001,AUS
1,2,2,2,2,4,4,4,3,2,2,2,2,4,0,0,1,0,0,2,0,0,2,2,2,10,1,4,10,6,9,9,6,9,1,5,1,3,2,65,6,2,0,36001,AUS
1,2,1,2,1,4,3,-2,3,2,2,2,3,10,0,0,0,0,0,0,0,0,0,0,0,5,5,1,6,5,5,5,5,5,1,10,1,2,2,29,6,2,0,36001,AUS
1,2,2,4,2,2,4,3,4,2,2,2,2,3,2,0,2,0,0,0,0,1,0,0,0,7,2,5,10,5,10,10,8,1,1,1,2,4,2,60,6,5,7,36001,AUS
1,1,1,1,1,4,4,5,5,2,1,2,3,5,0,1,0,0,0,2,0,2,0,0,2,5,5,1,10,10,10,10,5,10,1,1,3,2,2,65,6,2,0,36001,AUS
1,2,2,2,2,2,3,4,3,2,2,2,2,5,0,0,0,0,0,0,0,0,0,1,0,9,2,1,10,10,10,10,1,9,1,1,2,3,2,66,1,3,3,36002,AUS
1,1,1,1,2,4,4,4,5,2,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,7,1,2,10,10,10,10,1,8,1,3,2,4,2,-2,3,-2,0,-2,AUS
1,1,2,2,1,1,2,3,2,2,2,2,2,5,1,0,1,0,1,1,2,2,0,2,2,10,5,1,7,3,8,4,3,9,1,1,2,3,2,92,4,2,8,36001,AUS
1,1,1,2,2,3,3,4,4,2,2,2,2,4,1,2,2,0,0,0,2,0,0,0,0,3,3,3,8,3,6,9,2,7,1,2,2,2,2,51,6,2,1,36001,AUS
1,1,2,-2,1,3,3,5,3,2,2,2,2,6,0,0,0,2,0,0,2,0,0,0,0,5,1,1,10,5,10,10,1,5,1,1,1,2,1,65,6,3,8,36001,AUS
1,2,1,1,1,3,3,4,4,2,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,10,1,1,5,5,10,10,1,10,1,5,2,3,1,57,3,4,0,36001,AUS
1,1,2,4,1,4,4,3,1,2,1,2,2,3,0,2,2,0,0,0,2,1,0,0,0,7,8,2,10,7,7,10,1,6,1,5,1,2,2,45,7,2,0,36001,AUS
1,2,2,3,1,3,1,2,4,2,2,3,1,4,0,2,0,0,0,0,1,0,0,0,0,3,1,2,10,3,10,10,3,7,2,1,1,4,1,68,8,2,8,36001,AUS
1,1,1,1,1,1,4,5,4,1,2,-2,1,1,2,1,1,0,0,0,0,2,0,2,0,10,1,1,10,6,6,6,1,1,1,6,1,4,2,70,4,2,1,36001,AUS
1,2,2,2,1,2,3,4,3,2,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,9,5,1,5,5,5,5,5,5,1,5,1,3,2,33,4,4,3,36001,AUS
1,2,2,3,4,4,4,5,4,2,2,2,2,8,1,2,1,1,0,0,0,0,0,0,0,5,5,1,10,5,5,5,2,6,1,5,3,1,1,81,1,4,2,36001,AUS
1,2,3,-2,3,4,3,3,4,2,1,2,2,4,0,1,0,0,0,2,2,1,0,2,0,8,2,1,5,9,9,9,8,8,1,8,2,3,1,73,6,3,0,36001,AUS
2,2,1,3,2,2,4,5,4,2,2,2,2,5,2,2,2,1,0,0,0,0,0,0,0,8,4,1,10,5,5,5,6,6,1,1,2,3,2,41,7,3,2,36001,AUS
2,2,1,1,1,1,2,4,4,4,1,2,2,1,0,2,2,0,1,0,0,0,0,0,0,5,1,7,10,10,10,10,5,8,2,1,4,4,1,25,4,3,-2,36002,AUS
1,1,2,2,2,3,4,4,4,2,2,2,2,5,0,0,0,2,0,0,0,0,0,0,0,5,1,3,10,8,10,10,5,9,1,1,2,2,2,54,6,3,0,36001,AUS
1,1,2,2,2,3,4,4,4,2,1,2,2,4,1,1,0,0,0,0,0,0,0,0,0,6,3,1,10,8,9,9,5,8,1,7,2,4,2,44,4,2,1,36001,AUS
